mean,median,std,min,max,range,argmax,argmin,max_abs_diff,mean_abs_diff,sum_abs_diff,energy,number_of_local_maxima,number_of_local_minima,split,label
0.51109123,0.511114,0.00021713872,0.510657,0.511419,0.0007619858,1,15,0.0004580021,0.00020868213,0.0039649606,5.2242866,5,4,train,0
0.5106489,0.510809,0.0005071154,0.509131,0.51203,0.002898991,13,17,0.0018309951,0.00050589285,0.009611964,5.215251,6,5,train,0
0.5048824,0.506042,0.006424047,0.488952,0.520996,0.032043964,12,4,0.020141989,0.0063765724,0.121154875,5.098949,6,6,train,0
0.4987634,0.498718,0.000941996,0.496276,0.500549,0.004273027,16,18,0.002747029,0.000987743,0.018767118,4.9753175,5,5,train,0
0.5104733,0.510351,0.00022943087,0.510046,0.510809,0.00076299906,6,0,0.0004580021,0.00016863096,0.003203988,5.211661,6,5,train,0
0.50976396,0.509894,0.0018981408,0.505316,0.515082,0.009765983,1,12,0.0064089894,0.0020397839,0.038755894,5.197258,6,6,train,0
0.49918312,0.4991755,0.000694868,0.497955,0.500549,0.002594024,2,19,0.0013730228,0.0006342201,0.012050182,4.983685,5,6,train,0
0.50985533,0.510809,0.0037830924,0.494787,0.515844,0.02105698,15,8,0.016326994,0.0029633108,0.056302905,5.199335,6,5,train,0
0.5103055,0.510351,0.00030556787,0.509588,0.510809,0.0012210011,3,14,0.0009149909,0.00030510363,0.005796969,5.2082357,6,7,train,0
0.5002893,0.500396,0.0005525367,0.499328,0.501464,0.0021360219,1,13,0.0015260279,0.00054616365,0.010377109,5.0057955,7,5,train,0
0.5005335,0.500549,0.00040641252,0.499633,0.501312,0.0016790032,15,18,0.0010690093,0.0005061595,0.009617031,5.0106807,8,8,train,0
0.49939853,0.4993985,0.044805303,0.418799,0.576727,0.15792796,9,14,0.048828036,0.017477736,0.33207697,5.0281286,1,2,train,1
0.49570674,0.48945853,0.045098875,0.418799,0.576727,0.15792796,5,10,0.048828036,0.016850958,0.3201682,4.955182,2,1,train,1
0.49621266,0.49312603,0.045104563,0.418799,0.576727,0.15792796,5,10,0.048828036,0.0176269,0.3349111,4.9652286,3,2,train,1
0.49853176,0.50027156,0.044769343,0.418799,0.576727,0.15792796,9,14,0.048828036,0.016342271,0.31050315,5.0107636,2,2,train,1
0.4986214,0.50218004,0.0451461,0.418799,0.576727,0.15792796,8,13,0.048828036,0.017638126,0.3351244,5.0132303,3,3,train,1
0.4967752,0.4941663,0.044962782,0.418799,0.576727,0.15792796,7,12,0.048828036,0.017227095,0.3273148,4.976145,2,2,train,1
0.49780354,0.49588585,0.04500497,0.418799,0.576727,0.15792796,9,14,0.048828036,0.0178097,0.3383843,4.9966755,2,2,train,1
0.49725318,0.49312842,0.045104634,0.418799,0.576727,0.15792796,7,12,0.048828036,0.01792192,0.3405165,4.9859033,3,3,train,1
0.49736434,0.4967436,0.044951938,0.418799,0.576727,0.15792796,7,12,0.048828036,0.017635923,0.33508253,4.9878387,2,3,train,1
0.49758834,0.49544924,0.0451041,0.418799,0.576727,0.15792796,7,12,0.048828036,0.017376788,0.33015898,4.9925704,4,3,train,1
0.518943,0.51913595,0.050448883,0.425521,0.611831,0.18631002,6,11,0.06577,0.021833373,0.41483408,5.4369392,3,2,train,1
0.5189397,0.51913595,0.050568406,0.425521,0.611831,0.18631002,6,11,0.06577,0.021125568,0.40138578,5.4371114,2,3,train,1
0.5199051,0.5199728,0.050356537,0.425521,0.611831,0.18631002,8,13,0.06577,0.020657107,0.39248502,5.4567413,3,2,train,1
0.5202578,0.5207479,0.05047883,0.425521,0.611831,0.18631002,10,15,0.06577,0.022989346,0.43679756,5.4643254,3,3,train,1
0.5200283,0.52084607,0.05040841,0.425521,0.611831,0.18631002,6,11,0.06577,0.020696806,0.39323932,5.459409,2,3,train,1
0.51921684,0.51774645,0.05037425,0.425521,0.611831,0.18631002,7,12,0.06577,0.019847855,0.37710923,5.442473,3,2,train,1
0.5196837,0.5193355,0.05044559,0.425521,0.611831,0.18631002,9,14,0.06577,0.021277094,0.4042648,5.4523187,3,3,train,1
0.5190123,0.51913595,0.05050281,0.425521,0.611831,0.18631002,6,11,0.06577,0.020948134,0.39801455,5.438487,2,2,train,1
0.5195502,0.5217037,0.050501607,0.425521,0.611831,0.18631002,5,10,0.06577,0.022503037,0.4275577,5.449658,3,2,train,1
0.519239,0.5194699,0.050424796,0.425521,0.611831,0.18631002,5,10,0.06577,0.021170074,0.4022314,5.443036,2,2,train,1
0.49514613,0.4952744,0.04150784,0.417425,0.566961,0.14953598,5,11,0.045929015,0.016466176,0.31285736,4.937852,2,2,train,1
0.49750772,0.50347006,0.041658416,0.417425,0.566961,0.14953598,9,15,0.045929015,0.016427565,0.31212375,4.984987,3,3,train,1
0.495562,0.4963038,0.04148175,0.417425,0.566961,0.14953598,6,12,0.045929015,0.016249508,0.30874065,4.9460487,2,2,train,1
0.49747872,0.50179386,0.04169003,0.417425,0.566961,0.14953598,9,15,0.045929015,0.016865944,0.32045296,4.9844623,2,3,train,1
0.49537754,0.49755877,0.041503415,0.417425,0.566961,0.14953598,5,11,0.045929015,0.016472107,0.31297004,4.9424286,2,2,train,1
0.49556845,0.49494,0.041611604,0.417425,0.566961,0.14953598,7,13,0.045929015,0.01745568,0.33165792,4.9463916,3,3,train,1
0.49615255,0.498831,0.041641675,0.417425,0.566961,0.14953598,8,14,0.045929015,0.017339101,0.32944292,4.958027,3,2,train,1
0.49726653,0.5032096,0.04160801,0.417425,0.566961,0.14953598,8,14,0.045929015,0.016430676,0.31218284,4.9801035,2,3,train,1
0.49703628,0.50083673,0.04162153,0.417425,0.566961,0.14953598,9,15,0.045929015,0.017046656,0.32388648,4.9755483,2,3,train,1
0.49680296,0.5008502,0.04154949,0.417425,0.566961,0.14953598,8,14,0.045929015,0.016274769,0.3092206,4.97079,2,2,train,1
0.5088332,0.5100465,0.0057940576,0.485632,0.515082,0.02945,11,9,0.025940001,0.00539673,0.10253787,5.1788964,6,6,train,0
0.5004268,0.50115955,0.0069621676,0.475372,0.514129,0.038756996,3,13,0.02471903,0.0058064274,0.11032212,5.009509,6,6,train,0
0.5005184,0.500549,0.0037818137,0.493072,0.510772,0.017699987,12,11,0.017699987,0.0042725285,0.08117804,5.0106587,6,7,train,0
0.5052639,0.505432,0.00055202405,0.503906,0.506042,0.002135992,6,18,0.0018309951,0.00065041846,0.01235795,5.105837,6,7,train,0
0.51115996,0.511114,0.000264578,0.510809,0.511877,0.001067996,18,3,0.00060999393,0.00024878664,0.0047269464,5.2256904,7,5,train,0
0.4894043,0.49171478,0.042624522,0.413305,0.563147,0.149842,5,11,0.052185,0.016267067,0.30907425,4.8266683,3,3,train,1
0.49121705,0.4983325,0.04286641,0.413305,0.563147,0.149842,8,14,0.052185,0.016521495,0.3139084,4.8626347,3,2,train,1
0.4911426,0.49654198,0.042906594,0.413305,0.563147,0.149842,6,12,0.052185,0.016287507,0.30946264,4.861242,3,3,train,1
0.49089232,0.49435294,0.042850465,0.413305,0.563147,0.149842,7,13,0.052185,0.017104628,0.32498792,4.8562284,3,3,train,1
0.48991513,0.49395025,0.042742126,0.413305,0.563147,0.149842,4,10,0.052185,0.01696559,0.3223462,4.836876,3,3,train,1
0.4894123,0.49252743,0.042657316,0.413305,0.563147,0.149842,3,9,0.052185,0.016757801,0.31839824,4.826881,4,3,train,1
0.48859572,0.4899155,0.042684488,0.413305,0.563147,0.149842,5,11,0.052185,0.017128702,0.32544535,4.810954,2,3,train,1
0.49008584,0.49397027,0.042921435,0.413305,0.563147,0.149842,6,12,0.052185,0.017386947,0.33035198,4.8405275,2,3,train,1
0.4891328,0.49272317,0.042683803,0.413305,0.563147,0.149842,3,9,0.052185,0.017494857,0.3324023,4.8214545,3,3,train,1
0.49165267,0.4971843,0.043031443,0.413305,0.563147,0.149842,7,13,0.052185,0.018428825,0.35014766,4.871481,3,4,train,1
0.5106183,0.511572,0.0043703867,0.502417,0.519964,0.017546952,7,17,0.009307981,0.004087674,0.077665806,5.215003,6,6,train,0
0.49813795,0.4983365,0.0021349778,0.493988,0.504211,0.010223001,3,0,0.009766012,0.0019597914,0.037236035,4.962919,6,6,train,0
0.51106083,0.511267,0.0029295587,0.499518,0.516455,0.016936988,1,3,0.0143429935,0.0019513651,0.037075937,5.223834,5,5,train,0
0.50915253,0.51097095,0.08860924,0.346791,0.666921,0.32013002,7,13,0.10116997,0.03390193,0.64413667,5.341758,2,2,train,1
0.5097171,0.51097095,0.08861198,0.346791,0.666921,0.32013002,7,13,0.10116997,0.03388261,0.6437696,5.353273,2,2,train,1
0.5098833,0.511276,0.088610396,0.346791,0.666921,0.32013002,6,12,0.10116997,0.03401923,0.6463654,5.3566546,1,1,train,1
0.50934756,0.51097095,0.08861059,0.346791,0.666921,0.32013002,6,12,0.10116997,0.03447982,0.65511656,5.3457355,2,1,train,1
0.5104414,0.511276,0.08865117,0.346791,0.666921,0.32013002,8,14,0.10116997,0.03401121,0.646213,5.36819,1,2,train,1
0.5094171,0.51089215,0.08859363,0.346791,0.666921,0.32013002,6,12,0.10116997,0.033689596,0.6401023,5.347091,1,1,train,1
0.50907344,0.5101508,0.08860258,0.346791,0.666921,0.32013002,8,14,0.10116997,0.034270015,0.65113026,5.340124,1,2,train,1
0.5087082,0.509446,0.08861502,0.346791,0.666921,0.32013002,7,13,0.10116997,0.03425716,0.650886,5.3327336,2,1,train,1
0.50860196,0.509446,0.08862311,0.346791,0.666921,0.32013002,6,12,0.10116997,0.03400269,0.64605117,5.330599,2,2,train,1
0.509303,0.51097095,0.0885996,0.346791,0.666921,0.32013002,8,14,0.10116997,0.034202743,0.6498521,5.3447886,1,2,train,1
0.5100156,0.510046,0.00027960635,0.509436,0.510504,0.001067996,0,15,0.0004569888,0.00017652386,0.0033539534,5.2023206,4,5,train,0
0.49863395,0.4986415,0.00048862613,0.497802,0.499786,0.0019840002,16,1,0.001067996,0.00053026486,0.010075033,4.972721,7,7,train,0
0.5037991,0.5038295,0.0003740304,0.503143,0.504669,0.0015259981,13,16,0.0009160042,0.0005299449,0.010068953,5.076272,7,8,train,0
0.49963346,0.500625,0.004371779,0.481781,0.504669,0.022888005,17,19,0.01464799,0.002312847,0.04394409,4.9930525,6,5,train,0
0.5200027,0.5184045,0.054169584,0.421711,0.616561,0.19485,10,15,0.06607002,0.02142715,0.40711588,5.4667435,3,4,train,1
0.5194701,0.5202735,0.05417959,0.421711,0.616561,0.19485,7,12,0.06607002,0.021999497,0.41799045,5.4556923,3,3,train,1
0.51974595,0.5199035,0.05415141,0.421711,0.616561,0.19485,10,15,0.06607002,0.021643566,0.41122776,5.4613647,3,3,train,1
0.51779866,0.5126637,0.054302398,0.421711,0.616561,0.19485,5,10,0.06607002,0.021258125,0.40390438,5.421283,3,2,train,1
0.5202583,0.5208802,0.05419719,0.421711,0.616561,0.19485,9,14,0.06607002,0.02241767,0.42593575,5.47212,3,3,train,1
0.51907,0.5167857,0.0541377,0.421711,0.616561,0.19485,5,10,0.06607002,0.02103757,0.3997138,5.4472914,2,2,train,1
0.5197529,0.51710343,0.05424504,0.421711,0.616561,0.19485,10,15,0.06607002,0.02321359,0.44105822,5.461713,2,3,train,1
0.51687396,0.5103708,0.054421566,0.421711,0.616561,0.19485,5,10,0.06607002,0.021661753,0.4115733,5.4024076,3,3,train,1
0.518237,0.51572937,0.05427603,0.421711,0.616561,0.19485,5,10,0.06607002,0.021479791,0.40811604,5.430309,2,2,train,1
0.519704,0.5203822,0.054207753,0.421711,0.616561,0.19485,7,12,0.06607002,0.022084204,0.4195999,5.4606137,2,3,train,1
0.49889335,0.498794,0.0005380033,0.498107,0.499786,0.0016790032,11,1,0.001067996,0.0005945281,0.011296034,4.977897,8,8,train,0
0.5140529,0.5163182,0.03416225,0.454211,0.574141,0.11993003,7,12,0.044100016,0.013635796,0.2590801,5.308349,2,3,train,1
0.51475966,0.5156992,0.033955265,0.454211,0.574141,0.11993003,7,12,0.044100016,0.0139901135,0.26581216,5.3226104,2,3,train,1
0.51546127,0.51816726,0.03395252,0.454211,0.574141,0.11993003,10,15,0.044100016,0.013941002,0.26487905,5.33706,3,3,train,1
0.51731646,0.5232499,0.034158725,0.454211,0.574141,0.11993003,9,14,0.044100016,0.013250417,0.25175792,5.3756638,2,3,train,1
0.5148499,0.51479685,0.034090836,0.454211,0.574141,0.11993003,7,12,0.044100016,0.013126847,0.2494101,5.324652,3,3,train,1
0.5135775,0.5119891,0.034079783,0.454211,0.574141,0.11993003,6,11,0.044100016,0.013734428,0.26095414,5.298466,2,2,train,1
0.5148622,0.51719177,0.033980023,0.454211,0.574141,0.11993003,8,13,0.044100016,0.013340388,0.25346738,5.324754,2,3,train,1
0.5155465,0.5178833,0.033989113,0.454211,0.574141,0.11993003,8,13,0.044100016,0.013476723,0.25605774,5.33887,2,2,train,1
0.5155501,0.51664174,0.033968065,0.454211,0.574141,0.11993003,6,11,0.044100016,0.013266987,0.25207275,5.338915,2,3,train,1
0.5150459,0.51575834,0.034067176,0.454211,0.574141,0.11993003,6,11,0.044100016,0.013624822,0.25887161,5.328656,3,3,train,1
0.51308644,0.510056,0.05379291,0.431471,0.593831,0.16236001,8,16,0.038600028,0.014833686,0.28184003,5.3230286,1,1,train,1
0.51192653,0.510056,0.054130953,0.431471,0.593831,0.16236001,7,15,0.038600028,0.015869474,0.30152002,5.299978,1,1,train,1
0.5114075,0.510056,0.054212157,0.431471,0.593831,0.16236001,6,14,0.038600028,0.016528422,0.31404004,5.2895317,1,1,train,1
0.51115596,0.507541,0.054235887,0.431471,0.593831,0.16236001,5,13,0.038600028,0.016681056,0.31694007,5.2844396,1,1,train,1
0.5108584,0.504566,0.05424988,0.431471,0.593831,0.16236001,4,12,0.038600028,0.01641579,0.31190002,5.27839,1,1,train,1
0.51083976,0.510809,0.00016420845,0.510504,0.511114,0.00060999393,3,11,0.00060999393,0.00017652386,0.0033539534,5.2191453,6,4,train,0
0.5103133,0.510199,0.00022566406,0.510046,0.510809,0.00076299906,12,7,0.00076299906,0.00026483912,0.0050319433,5.2083936,7,6,train,0
0.5100691,0.51012254,0.0003173548,0.509283,0.510809,0.0015259981,9,13,0.0009160042,0.0003451548,0.0065579414,5.2034116,6,7,train,0
0.51018345,0.510275,0.0006489871,0.508215,0.511114,0.002898991,0,7,0.0019840002,0.00059426145,0.011290967,5.205753,4,6,train,0
0.5101987,0.510199,0.00023130895,0.509741,0.510504,0.00076299906,0,19,0.0004569888,0.00015236516,0.002894938,5.2060566,4,5,train,0
0.50823796,0.5098175,0.00435384,0.491583,0.512488,0.020905018,0,8,0.01739502,0.0037987358,0.07217598,5.1664968,6,6,train,0
0.5039822,0.5040585,0.00049555296,0.50299,0.504821,0.0018309951,15,0,0.0009149909,0.0003211561,0.006101966,5.0799656,5,6,train,0
0.51046586,0.510504,0.0008790863,0.507147,0.511725,0.0045779943,16,18,0.0045779943,0.00062647305,0.011902988,5.211522,4,5,train,0
0.5107709,0.510809,8.166204e-05,0.510504,0.510809,0.00030499697,0,6,0.00030499697,8.010237e-05,0.001521945,5.217739,4,4,train,0
0.50711775,0.50711,0.0003720807,0.506347,0.507873,0.0015259981,0,10,0.00076299906,0.00042557716,0.008085966,5.14337,8,7,train,0
0.4979548,0.496734,0.004191905,0.492919,0.51123,0.018310994,13,10,0.0140379965,0.0048346897,0.0918591,4.95953,7,6,train,0
0.5115033,0.511419,0.00020191354,0.511114,0.51203,0.0009160042,1,19,0.0006110072,0.00022521458,0.004279077,5.2327127,6,5,train,0
0.5137889,0.51112103,0.05447728,0.427661,0.612441,0.18478,9,16,0.04760003,0.01953183,0.37110475,5.3389354,2,3,train,1
0.51500237,0.51112103,0.053954758,0.427661,0.612441,0.18478,10,17,0.04760003,0.019629523,0.37296095,5.3627706,3,3,train,1
0.5138937,0.50940454,0.054267433,0.427661,0.612441,0.18478,9,16,0.04760003,0.019064689,0.3622291,5.3406343,2,2,train,1
0.5144302,0.51112103,0.054222684,0.427661,0.612441,0.18478,9,16,0.04760003,0.019749809,0.37524638,5.3515725,2,2,train,1
0.5116793,0.506926,0.055194184,0.427661,0.612441,0.18478,8,15,0.04760003,0.019799829,0.37619674,5.297243,3,2,train,1
0.5157047,0.51304364,0.053878278,0.427661,0.612441,0.18478,10,17,0.04760003,0.01923571,0.3654785,5.377084,2,2,train,1
0.5141069,0.51112103,0.0543618,0.427661,0.612441,0.18478,9,16,0.04760003,0.019327322,0.36721912,5.3452215,2,2,train,1
0.51381165,0.51112103,0.054660004,0.427661,0.612441,0.18478,9,16,0.04760003,0.019473853,0.3700032,5.3398023,3,2,train,1
0.51251674,0.5107456,0.054931767,0.427661,0.612441,0.18478,8,15,0.04760003,0.019684907,0.37401325,5.3138185,2,2,train,1
0.5103809,0.506926,0.055696864,0.427661,0.612441,0.18478,7,14,0.04760003,0.019415786,0.36889994,5.271818,2,3,train,1
0.50003,0.500091,0.00055740966,0.49887,0.501312,0.002442032,3,19,0.0010680258,0.00045784994,0.008699149,5.0006065,7,6,train,0
0.5098555,0.510199,0.004033975,0.494024,0.515539,0.021514982,17,16,0.021514982,0.0033811016,0.06424093,5.199377,6,5,train,0
0.5038296,0.503906,0.00038143885,0.503143,0.504669,0.0015259981,12,15,0.0009160042,0.0005379978,0.010221958,5.076887,6,8,train,0
0.5022425,0.5023035,0.00046745987,0.501312,0.50299,0.00167799,1,15,0.0015259981,0.0005541036,0.010527968,5.0449553,7,6,train,0
0.5098175,0.509894,0.00025314995,0.509283,0.510199,0.0009160042,11,0,0.00076299906,0.00020078923,0.0038149953,5.1982775,5,6,train,0
0.5008465,0.500701,0.0012154708,0.49887,0.504669,0.0057990253,19,18,0.0057990253,0.0012849538,0.024414122,5.0169725,6,6,train,0
0.5104963,0.5104275,0.00057793583,0.509131,0.51203,0.002898991,3,7,0.0018309951,0.00069068297,0.013122976,5.212137,6,6,train,0
0.5007778,0.5007775,0.00075906824,0.499176,0.502227,0.0030510128,12,9,0.002289027,0.001011792,0.019224048,5.0155797,7,7,train,0
0.5097028,0.509741,0.00015927962,0.509436,0.510046,0.00060999393,18,5,0.00030601025,0.00015268514,0.0029010177,5.1959395,5,5,train,0
0.50381434,0.5038295,0.0003841626,0.503143,0.504669,0.0015259981,14,17,0.0009160042,0.000521892,0.009915948,5.076579,7,8,train,0
0.48625356,0.488691,0.059767023,0.391651,0.569721,0.17806998,8,16,0.048369974,0.017370526,0.33003998,4.800291,1,2,train,1
0.4852925,0.485566,0.05984515,0.391651,0.569721,0.17806998,7,15,0.048369974,0.018197892,0.34575996,4.7818046,1,2,train,1
0.485094,0.483581,0.059846196,0.391651,0.569721,0.17806998,6,14,0.048369974,0.018671578,0.35475996,4.777955,1,1,train,1
0.48528448,0.485486,0.05984934,0.391651,0.569721,0.17806998,5,13,0.048369974,0.018269999,0.34712997,4.7816596,1,1,train,1
0.4849485,0.485486,0.059800956,0.391651,0.569721,0.17806998,4,12,0.048369974,0.01751526,0.33278996,4.775024,1,1,train,1
0.505012,0.505126,0.0014320367,0.500549,0.507263,0.0067139864,19,17,0.006102979,0.0013250489,0.02517593,5.1007824,6,8,train,0
0.5007244,0.500854,0.00041594973,0.499938,0.501464,0.0015259981,4,1,0.0013740063,0.00057836896,0.01098901,5.0145,7,8,train,0
0.51016814,0.51012254,0.0008734087,0.50852,0.51264,0.0041199923,19,14,0.0018309951,0.0006745238,0.012815952,5.2054467,6,5,train,0
0.5109388,0.510962,0.00015460754,0.510504,0.511114,0.00060999393,10,6,0.0004580021,0.00014452558,0.002745986,5.22117,5,5,train,0
0.48316327,0.4804889,0.02737939,0.429181,0.539351,0.11016998,6,10,0.043489963,0.01393912,0.26484329,4.683927,5,4,train,1
0.48149467,0.47919625,0.027253788,0.429181,0.539351,0.11016998,5,9,0.043489963,0.013416675,0.25491682,4.6515975,4,3,train,1
0.48576522,0.48606592,0.027249401,0.429181,0.539351,0.11016998,10,14,0.043489963,0.015053314,0.28601298,4.7342067,4,4,train,1
0.48421997,0.48513335,0.027225383,0.429181,0.539351,0.11016998,8,12,0.043489963,0.014165632,0.269147,4.7042046,3,4,train,1
0.4833254,0.48211575,0.027142938,0.429181,0.539351,0.11016998,9,13,0.043489963,0.014089931,0.2677087,4.686803,4,3,train,1
0.48169613,0.47830462,0.027240125,0.429181,0.539351,0.11016998,5,9,0.043489963,0.014569086,0.27681264,4.655463,5,4,train,1
0.48535258,0.48540094,0.027204452,0.429181,0.539351,0.11016998,10,14,0.043489963,0.013602516,0.2584478,4.726144,3,2,train,1
0.4846283,0.48572427,0.027119515,0.429181,0.539351,0.11016998,10,14,0.043489963,0.0126823485,0.24096462,4.7120004,3,2,train,1
0.48267752,0.4797722,0.027262295,0.429181,0.539351,0.11016998,8,12,0.043489963,0.013418486,0.25495124,4.6744165,4,3,train,1
0.48319134,0.48140264,0.027123343,0.429181,0.539351,0.11016998,7,11,0.043489963,0.01394105,0.26487994,4.6841908,4,4,train,1
0.49870268,0.498718,0.00050599047,0.497802,0.499786,0.0019840002,15,0,0.001067996,0.0005543702,0.010533035,4.9740915,7,7,train,0
0.50852025,0.50997,0.0041888095,0.491583,0.510809,0.019226015,0,5,0.01739502,0.002987526,0.056762993,5.172208,6,6,train,0
0.5001596,0.5001675,0.00035932267,0.499481,0.500701,0.0012200177,5,8,0.0009150207,0.0004818471,0.009155095,5.0031962,6,6,train,0
0.49989262,0.5001675,0.0019665821,0.495361,0.503295,0.007934004,2,17,0.005798012,0.0018791666,0.035704166,4.9979305,6,7,train,0
0.4965569,0.49078584,0.031697802,0.438834,0.56243,0.12359601,6,10,0.046691984,0.013737468,0.2610119,4.951469,3,3,train,1
0.50060254,0.50158167,0.031127853,0.438834,0.56243,0.12359601,12,16,0.046691984,0.015221092,0.28920075,5.0314364,3,4,train,1
0.4934989,0.4849558,0.032142498,0.438834,0.56243,0.12359601,4,8,0.046691984,0.013801169,0.2622222,4.891487,3,3,train,1
0.49434227,0.48859248,0.03203102,0.438834,0.56243,0.12359601,4,8,0.046691984,0.015954886,0.30314282,4.9080048,5,4,train,1
0.5002704,0.5031133,0.03150511,0.438834,0.56243,0.12359601,10,14,0.046691984,0.016615009,0.31568515,5.025261,4,3,train,1
0.4967153,0.49378237,0.031617325,0.438834,0.56243,0.12359601,5,9,0.046691984,0.015677983,0.29788166,4.9545155,4,5,train,1
0.4969492,0.4918093,0.031633414,0.438834,0.56243,0.12359601,6,10,0.046691984,0.0151833,0.2884827,4.9591837,4,3,train,1
0.5002135,0.49943691,0.03130175,0.438834,0.56243,0.12359601,12,16,0.046691984,0.016473575,0.3129979,5.023867,3,3,train,1
0.49597114,0.49083683,0.031495187,0.438834,0.56243,0.12359601,5,9,0.046691984,0.014105436,0.26800328,4.939587,3,2,train,1
0.49892813,0.5017228,0.031666342,0.438834,0.56243,0.12359601,10,14,0.046691984,0.01439741,0.27355078,4.99864,3,2,train,1
0.5020747,0.50199854,0.00056257896,0.501007,0.50299,0.001982987,13,3,0.0015259981,0.00064241886,0.012205958,5.0415874,8,6,train,0
0.478362,0.47753918,0.04424236,0.389821,0.564831,0.17501003,5,10,0.07659,0.020072328,0.38137424,4.615753,3,4,train,1
0.48027763,0.481216,0.04431919,0.389821,0.564831,0.17501003,10,15,0.07659,0.020101959,0.38193724,4.6526155,3,3,train,1
0.47851962,0.47849202,0.04426263,0.389821,0.564831,0.17501003,5,10,0.07659,0.020181155,0.38344195,4.618805,3,3,train,1
0.47996002,0.481216,0.04432414,0.389821,0.564831,0.17501003,9,14,0.07659,0.020101177,0.38192236,4.6465254,2,2,train,1
0.479206,0.479691,0.044187218,0.389821,0.564831,0.17501003,10,15,0.07659,0.019405752,0.3687093,4.6318173,3,4,train,1
0.47845525,0.47902745,0.044227324,0.389821,0.564831,0.17501003,5,10,0.07659,0.01975888,0.37541872,4.6175094,3,3,train,1
0.4799471,0.48142612,0.044192698,0.389821,0.564831,0.17501003,6,11,0.07659,0.018851215,0.3581731,4.6460433,2,3,train,1
0.4796647,0.481216,0.044254676,0.389821,0.564831,0.17501003,10,15,0.07659,0.019701416,0.37432688,4.6407337,2,3,train,1
0.4782392,0.47878867,0.04424099,0.389821,0.564831,0.17501003,6,11,0.07659,0.020334827,0.38636172,4.6133986,4,4,train,1
0.4794396,0.4802938,0.044205755,0.389821,0.564831,0.17501003,5,10,0.07659,0.0193895,0.3684005,4.636329,2,3,train,1
0.50986314,0.510199,0.0040741106,0.494024,0.515539,0.021514982,14,13,0.021514982,0.0037344694,0.07095492,5.19954,6,5,train,0
0.4996903,0.50006104,0.031117024,0.434867,0.567618,0.13275102,4,8,0.051268995,0.018033175,0.34263033,5.013172,4,4,train,1
0.4996693,0.4998695,0.03114478,0.434867,0.567618,0.13275102,8,12,0.051268995,0.017860865,0.33935642,5.0127892,4,4,train,1
0.4997843,0.4979625,0.0311952,0.434867,0.567618,0.13275102,8,12,0.051268995,0.01633132,0.3102951,5.0151505,4,5,train,1
0.500448,0.5002489,0.030965386,0.434867,0.567618,0.13275102,10,14,0.051268995,0.015636122,0.2970863,5.0281405,3,3,train,1
0.49994212,0.49913466,0.031203061,0.434867,0.567618,0.13275102,9,13,0.051268995,0.017023798,0.32345217,5.0183134,4,4,train,1
0.5009611,0.50197107,0.030981645,0.434867,0.567618,0.13275102,7,11,0.051268995,0.016143499,0.3067265,5.0384383,3,3,train,1
0.5003632,0.5009653,0.031075368,0.434867,0.567618,0.13275102,5,9,0.051268995,0.017452747,0.3316022,5.0265803,4,4,train,1
0.49913326,0.4979625,0.03100785,0.434867,0.567618,0.13275102,8,12,0.051268995,0.015715493,0.29859436,5.00191,4,3,train,1
0.49909943,0.4979625,0.031113276,0.434867,0.567618,0.13275102,5,9,0.051268995,0.016557321,0.3145891,5.0013638,3,3,train,1
0.50181526,0.5035546,0.031094212,0.434867,0.567618,0.13275102,11,15,0.051268995,0.01531432,0.29097208,5.0557075,4,4,train,1
0.51142704,0.511419,0.0013410448,0.50852,0.514166,0.0056459904,4,7,0.003966987,0.0013652601,0.025939941,5.231188,5,6,train,0
0.50013685,0.500091,0.00048045558,0.499328,0.501007,0.001679033,13,10,0.0015260279,0.00055421964,0.010530174,5.0027413,7,6,train,0
0.49863392,0.4986415,0.00082799507,0.495819,0.499481,0.0036619902,4,15,0.002745986,0.0009557354,0.018158972,4.9727297,7,8,train,0
0.51192296,0.511801,0.0031574445,0.504858,0.519964,0.015105963,14,19,0.009307981,0.0028669927,0.054472864,5.241502,6,6,train,0
0.50499684,0.506042,0.006352579,0.487579,0.520996,0.033416986,2,10,0.0152590275,0.005412996,0.10284692,5.1012435,5,5,train,0
0.50987077,0.509894,0.00015475757,0.509588,0.510199,0.0006110072,17,0,0.00030601025,0.00016868429,0.0032050014,5.1993656,7,4,train,0
0.50081587,0.500854,0.00035091437,0.500091,0.501464,0.001372993,7,1,0.0012210011,0.00047389456,0.009003997,5.016332,7,7,train,0
0.5101759,0.511267,0.0037598235,0.49555,0.51325,0.017699987,18,15,0.015258998,0.0033489969,0.06363094,5.205871,8,7,train,0
0.5079709,0.5082915,0.003509009,0.496313,0.51325,0.016936988,5,1,0.009918004,0.0036379946,0.0691219,5.1609364,5,6,train,0
0.5015104,0.49756083,0.041179962,0.421545,0.583746,0.16220102,6,10,0.06545997,0.018271679,0.34716192,5.064169,4,4,train,1
0.503281,0.50227153,0.041168835,0.421545,0.583746,0.16220102,5,9,0.06545997,0.018843027,0.3580175,5.099733,3,3,train,1
0.50191057,0.4998396,0.041018646,0.421545,0.583746,0.16220102,6,10,0.06545997,0.018759573,0.3564319,5.071934,3,4,train,1
0.50063676,0.49411094,0.041227795,0.421545,0.583746,0.16220102,4,8,0.06545997,0.017979607,0.34161255,5.0467386,4,3,train,1
