value_sequence,finalLabel,original_index,original_len,generated_window_id,new_len
0.50699970 0.50730470 0.50669470 0.50684670 0.50745770 0.50638870 0.50715170 0.50669470 0.50730470 0.50715170 0.50730470 0.50730470 0.50730470 0.50760970 0.50669470 0.50730470 0.50669470 0.50745770 0.50745770 0.50699970,0,3666,20,0,20
0.50730470 0.50715170 0.50730470 0.50730470 0.50730470 0.50760970 0.50669470 0.50730470 0.50669470 0.50745770 0.50745770 0.50699970 0.50684670 0.50715170 0.50715170 0.50669470 0.50776270 0.50730470 0.50760970 0.50715170,0,3668,20,0,20
0.50669470 0.50745770 0.50745770 0.50699970 0.50684670 0.50715170 0.50715170 0.50669470 0.50776270 0.50730470 0.50760970 0.50715170 0.50669470 0.50715170 0.50715170 0.50684670 0.50608370 0.50760970 0.50699970 0.50760970,0,3670,20,0,20
0.50684670 0.50715170 0.50715170 0.50669470 0.50776270 0.50730470 0.50760970 0.50715170 0.50669470 0.50715170 0.50715170 0.50684670 0.50608370 0.50760970 0.50699970 0.50760970 0.50654170 0.50654170 0.50730470 0.50730470,0,3671,20,0,20
0.50776270 0.50730470 0.50760970 0.50715170 0.50669470 0.50715170 0.50715170 0.50684670 0.50608370 0.50760970 0.50699970 0.50760970 0.50654170 0.50654170 0.50730470 0.50730470 0.50730470 0.50684670 0.50745770 0.50699970,0,3672,20,0,20
0.50654170 0.50654170 0.50730470 0.50730470 0.50730470 0.50684670 0.50745770 0.50699970 0.50730470 0.50486370 0.50547370 0.50532070 0.50211670 0.50120070 0.50242170 0.50532070 0.50242170 0.50745770 0.50333770 0.50516870,0,3675,20,0,20
0.50730470 0.50684670 0.50745770 0.50699970 0.50730470 0.50486370 0.50547370 0.50532070 0.50211670 0.50120070 0.50242170 0.50532070 0.50242170 0.50745770 0.50333770 0.50516870 0.50822070 0.50867770 0.50287970 0.49906470,0,3676,20,0,20
0.50211670 0.50120070 0.50242170 0.50532070 0.50242170 0.50745770 0.50333770 0.50516870 0.50822070 0.50867770 0.50287970 0.49906470 0.50516870 0.51020370 0.50486370 0.50654170 0.50303270 0.50211670 0.48868870 0.51066170,0,3678,20,0,20
0.50242170 0.50745770 0.50333770 0.50516870 0.50822070 0.50867770 0.50287970 0.49906470 0.50516870 0.51020370 0.50486370 0.50654170 0.50303270 0.50211670 0.48868870 0.51066170 0.50730470 0.50410070 0.50440570 0.50883070,0,3679,20,0,20
0.50303270 0.50211670 0.48868870 0.51066170 0.50730470 0.50410070 0.50440570 0.50883070 0.50806770 0.50715170 0.50715170 0.50684670 0.50730470 0.50684670 0.50760970 0.50715170 0.50745770 0.50654170 0.50699970 0.50730470,0,3682,20,0,20
0.50730470 0.50410070 0.50440570 0.50883070 0.50806770 0.50715170 0.50715170 0.50684670 0.50730470 0.50684670 0.50760970 0.50715170 0.50745770 0.50654170 0.50699970 0.50730470 0.50684670 0.50715170 0.50699970 0.50684670,0,3683,20,0,20
0.50806770 0.50715170 0.50715170 0.50684670 0.50730470 0.50684670 0.50760970 0.50715170 0.50745770 0.50654170 0.50699970 0.50730470 0.50684670 0.50715170 0.50699970 0.50684670 0.50608370 0.50684670 0.50608370 0.50684670,0,3684,20,0,20
0.50730470 0.50684670 0.50760970 0.50715170 0.50745770 0.50654170 0.50699970 0.50730470 0.50684670 0.50715170 0.50699970 0.50684670 0.50608370 0.50684670 0.50608370 0.50684670 0.50715170 0.50699970 0.50654170 0.50608370,0,3685,20,0,20
0.50745770 0.50654170 0.50699970 0.50730470 0.50684670 0.50715170 0.50699970 0.50684670 0.50608370 0.50684670 0.50608370 0.50684670 0.50715170 0.50699970 0.50654170 0.50608370 0.50638870 0.50608370 0.50669470 0.50608370,0,3686,20,0,20
0.50608370 0.50684670 0.50608370 0.50684670 0.50715170 0.50699970 0.50654170 0.50608370 0.50638870 0.50608370 0.50669470 0.50608370 0.50684670 0.50608370 0.50608370 0.50593170 0.50516870 0.50608370 0.50532070 0.50608370,0,3688,20,0,20
0.50715170 0.50699970 0.50654170 0.50608370 0.50638870 0.50608370 0.50669470 0.50608370 0.50684670 0.50608370 0.50608370 0.50593170 0.50516870 0.50608370 0.50532070 0.50608370 0.50516870 0.50577870 0.50577870 0.50547370,0,3689,20,0,20
0.50638870 0.50608370 0.50669470 0.50608370 0.50684670 0.50608370 0.50608370 0.50593170 0.50516870 0.50608370 0.50532070 0.50608370 0.50516870 0.50577870 0.50577870 0.50547370 0.50654170 0.50623670 0.50608370 0.50516870,0,3690,20,0,20
0.50516870 0.50577870 0.50577870 0.50547370 0.50654170 0.50623670 0.50608370 0.50516870 0.50562670 0.50486370 0.50516870 0.50532070 0.50562670 0.50486370 0.50455770 0.50440570 0.50394770 0.50455770 0.50379470 0.50425270,0,3693,20,0,20
0.50654170 0.50623670 0.50608370 0.50516870 0.50562670 0.50486370 0.50516870 0.50532070 0.50562670 0.50486370 0.50455770 0.50440570 0.50394770 0.50455770 0.50379470 0.50425270 0.50516870 0.50287970 0.50638870 0.50272670,0,3694,20,0,20
0.50562670 0.50486370 0.50516870 0.50532070 0.50562670 0.50486370 0.50455770 0.50440570 0.50394770 0.50455770 0.50379470 0.50425270 0.50516870 0.50287970 0.50638870 0.50272670 0.50410070 0.50410070 0.50318470 0.50348970,0,3695,20,0,20
0.50562670 0.50486370 0.50455770 0.50440570 0.50394770 0.50455770 0.50379470 0.50425270 0.50516870 0.50287970 0.50638870 0.50272670 0.50410070 0.50410070 0.50318470 0.50348970 0.50364270 0.50410070 0.50348970 0.50272670,0,3696,20,0,20
0.50394770 0.50455770 0.50379470 0.50425270 0.50516870 0.50287970 0.50638870 0.50272670 0.50410070 0.50410070 0.50318470 0.50348970 0.50364270 0.50410070 0.50348970 0.50272670 0.50181170 0.50120070 0.50074370 0.50242170,0,3697,20,0,20
0.50516870 0.50287970 0.50638870 0.50272670 0.50410070 0.50410070 0.50318470 0.50348970 0.50364270 0.50410070 0.50348970 0.50272670 0.50181170 0.50120070 0.50074370 0.50242170 0.50242170 0.50348970 0.50059070 0.50272670,0,3698,20,0,20
0.50410070 0.50410070 0.50318470 0.50348970 0.50364270 0.50410070 0.50348970 0.50272670 0.50181170 0.50120070 0.50074370 0.50242170 0.50242170 0.50348970 0.50059070 0.50272670 0.50287970 0.50150670 0.49296170 0.51783370,0,3699,20,0,20
0.50364270 0.50410070 0.50348970 0.50272670 0.50181170 0.50120070 0.50074370 0.50242170 0.50242170 0.50348970 0.50059070 0.50272670 0.50287970 0.50150670 0.49296170 0.51783370 0.50074370 0.50318470 0.49509770 0.50669470,0,3700,20,0,20
0.50181170 0.50120070 0.50074370 0.50242170 0.50242170 0.50348970 0.50059070 0.50272670 0.50287970 0.50150670 0.49296170 0.51783370 0.50074370 0.50318470 0.49509770 0.50669470 0.50364270 0.50532070 0.49586070 0.50150670,0,3701,20,0,20
0.50074370 0.50318470 0.49509770 0.50669470 0.50364270 0.50532070 0.49586070 0.50150670 0.49967570 0.50089570 0.49936970 0.50333770 0.49860670 0.49570770 0.49936970 0.50150670 0.50486370 0.48655270 0.50226970 0.50226970,0,3704,20,0,20
0.50364270 0.50532070 0.49586070 0.50150670 0.49967570 0.50089570 0.49936970 0.50333770 0.49860670 0.49570770 0.49936970 0.50150670 0.50486370 0.48655270 0.50226970 0.50226970 0.50257470 0.50348970 0.50379470 0.50333770,0,3705,20,0,20
0.49967570 0.50089570 0.49936970 0.50333770 0.49860670 0.49570770 0.49936970 0.50150670 0.50486370 0.48655270 0.50226970 0.50226970 0.50257470 0.50348970 0.50379470 0.50333770 0.50318470 0.50348970 0.50303270 0.50455770,0,3706,20,0,20
0.50486370 0.48655270 0.50226970 0.50226970 0.50257470 0.50348970 0.50379470 0.50333770 0.50318470 0.50348970 0.50303270 0.50455770 0.50394770 0.50425270 0.50348970 0.50379470 0.50425270 0.50425270 0.50471070 0.50440570,0,3708,20,0,20
0.50257470 0.50348970 0.50379470 0.50333770 0.50318470 0.50348970 0.50303270 0.50455770 0.50394770 0.50425270 0.50348970 0.50379470 0.50425270 0.50425270 0.50471070 0.50440570 0.50425270 0.50425270 0.50455770 0.50394770,0,3709,20,0,20
0.50318470 0.50348970 0.50303270 0.50455770 0.50394770 0.50425270 0.50348970 0.50379470 0.50425270 0.50425270 0.50471070 0.50440570 0.50425270 0.50425270 0.50455770 0.50394770 0.50471070 0.50471070 0.50471070 0.50440570,0,3710,20,0,20
0.50394770 0.50425270 0.50348970 0.50379470 0.50425270 0.50425270 0.50471070 0.50440570 0.50425270 0.50425270 0.50455770 0.50394770 0.50471070 0.50471070 0.50471070 0.50440570 0.50455770 0.50440570 0.50394770 0.50516870,0,3711,20,0,20
0.50425270 0.50425270 0.50471070 0.50440570 0.50425270 0.50425270 0.50455770 0.50394770 0.50471070 0.50471070 0.50471070 0.50440570 0.50455770 0.50440570 0.50394770 0.50516870 0.50455770 0.50532070 0.50425270 0.50501570,0,3712,20,0,20
0.50471070 0.50471070 0.50471070 0.50440570 0.50455770 0.50440570 0.50394770 0.50516870 0.50455770 0.50532070 0.50425270 0.50501570 0.50440570 0.50471070 0.50532070 0.50486370 0.50501570 0.50410070 0.50516870 0.50455770,0,3714,20,0,20
0.50455770 0.50440570 0.50394770 0.50516870 0.50455770 0.50532070 0.50425270 0.50501570 0.50440570 0.50471070 0.50532070 0.50486370 0.50501570 0.50410070 0.50516870 0.50455770 0.50516870 0.50516870 0.50501570 0.50455770,0,3715,20,0,20
0.50455770 0.50532070 0.50425270 0.50501570 0.50440570 0.50471070 0.50532070 0.50486370 0.50501570 0.50410070 0.50516870 0.50455770 0.50516870 0.50516870 0.50501570 0.50455770 0.50394770 0.50471070 0.50455770 0.50486370,0,3716,20,0,20
0.50516870 0.50516870 0.50501570 0.50455770 0.50394770 0.50471070 0.50455770 0.50486370 0.50532070 0.50471070 0.50501570 0.50440570 0.50516870 0.50410070 0.50516870 0.50486370 0.50501570 0.50471070 0.50425270 0.50471070,0,3719,20,0,20
0.50532070 0.50471070 0.50501570 0.50440570 0.50516870 0.50410070 0.50516870 0.50486370 0.50501570 0.50471070 0.50425270 0.50471070 0.50440570 0.50455770 0.50394770 0.50440570 0.50455770 0.50486370 0.50516870 0.50410070,0,3721,20,0,20
0.50516870 0.50410070 0.50516870 0.50486370 0.50501570 0.50471070 0.50425270 0.50471070 0.50440570 0.50455770 0.50394770 0.50440570 0.50455770 0.50486370 0.50516870 0.50410070 0.50516870 0.50547370 0.50471070 0.50379470,0,3722,20,0,20
0.50501570 0.50471070 0.50425270 0.50471070 0.50440570 0.50455770 0.50394770 0.50440570 0.50455770 0.50486370 0.50516870 0.50410070 0.50516870 0.50547370 0.50471070 0.50379470 0.50425270 0.50455770 0.50394770 0.50364270,0,3723,20,0,20
0.50440570 0.50455770 0.50394770 0.50440570 0.50455770 0.50486370 0.50516870 0.50410070 0.50516870 0.50547370 0.50471070 0.50379470 0.50425270 0.50455770 0.50394770 0.50364270 0.50471070 0.50425270 0.51081470 0.48914670,0,3724,20,0,20
0.50455770 0.50486370 0.50516870 0.50410070 0.50516870 0.50547370 0.50471070 0.50379470 0.50425270 0.50455770 0.50394770 0.50364270 0.50471070 0.50425270 0.51081470 0.48914670 0.50364270 0.50257470 0.50287970 0.50562670,0,3725,20,0,20
0.50425270 0.50455770 0.50394770 0.50364270 0.50471070 0.50425270 0.51081470 0.48914670 0.50364270 0.50257470 0.50287970 0.50562670 0.50165870 0.50028570 0.50516870 0.50348970 0.50577870 0.50547370 0.50471070 0.50242170,0,3727,20,0,20
0.50165870 0.50028570 0.50516870 0.50348970 0.50577870 0.50547370 0.50471070 0.50242170 0.50516870 0.50303270 0.50013270 0.50028570 0.50242170 0.49662370 0.50577870 0.50150670 0.50196370 0.50394770 0.50440570 0.50440570,0,3730,20,0,20
0.50577870 0.50547370 0.50471070 0.50242170 0.50516870 0.50303270 0.50013270 0.50028570 0.50242170 0.49662370 0.50577870 0.50150670 0.50196370 0.50394770 0.50440570 0.50440570 0.50425270 0.50364270 0.50440570 0.50364270,0,3731,20,0,20
0.50516870 0.50303270 0.50013270 0.50028570 0.50242170 0.49662370 0.50577870 0.50150670 0.50196370 0.50394770 0.50440570 0.50440570 0.50425270 0.50364270 0.50440570 0.50364270 0.50425270 0.50425270 0.50425270 0.50333770,0,3732,20,0,20
0.50242170 0.49662370 0.50577870 0.50150670 0.50196370 0.50394770 0.50440570 0.50440570 0.50425270 0.50364270 0.50440570 0.50364270 0.50425270 0.50425270 0.50425270 0.50333770 0.50394770 0.50318470 0.50394770 0.50410070,0,3733,20,0,20
0.50196370 0.50394770 0.50440570 0.50440570 0.50425270 0.50364270 0.50440570 0.50364270 0.50425270 0.50425270 0.50425270 0.50333770 0.50394770 0.50318470 0.50394770 0.50410070 0.50410070 0.50364270 0.50318470 0.50364270,0,3734,20,0,20
0.50425270 0.50425270 0.50425270 0.50333770 0.50394770 0.50318470 0.50394770 0.50410070 0.50410070 0.50364270 0.50318470 0.50364270 0.50257470 0.50348970 0.50364270 0.50333770 0.50303270 0.50303270 0.50348970 0.50242170,0,3736,20,0,20
0.50394770 0.50318470 0.50394770 0.50410070 0.50410070 0.50364270 0.50318470 0.50364270 0.50257470 0.50348970 0.50364270 0.50333770 0.50303270 0.50303270 0.50348970 0.50242170 0.50333770 0.50257470 0.50333770 0.50242170,0,3737,20,0,20
0.50410070 0.50364270 0.50318470 0.50364270 0.50257470 0.50348970 0.50364270 0.50333770 0.50303270 0.50303270 0.50348970 0.50242170 0.50333770 0.50257470 0.50333770 0.50242170 0.50272670 0.50287970 0.50226970 0.50333770,0,3738,20,0,20
0.50333770 0.50257470 0.50333770 0.50242170 0.50272670 0.50287970 0.50226970 0.50333770 0.50226970 0.50242170 0.50211670 0.50272670 0.50196370 0.50181170 0.50257470 0.50165870 0.50211670 0.50104870 0.50196370 0.50104870,0,3741,20,0,20
0.50272670 0.50287970 0.50226970 0.50333770 0.50226970 0.50242170 0.50211670 0.50272670 0.50196370 0.50181170 0.50257470 0.50165870 0.50211670 0.50104870 0.50196370 0.50104870 0.50226970 0.50196370 0.50211670 0.50165870,0,3742,20,0,20
0.50226970 0.50242170 0.50211670 0.50272670 0.50196370 0.50181170 0.50257470 0.50165870 0.50211670 0.50104870 0.50196370 0.50104870 0.50226970 0.50196370 0.50211670 0.50165870 0.50150670 0.50150670 0.50089570 0.50165870,0,3743,20,0,20
0.50196370 0.50181170 0.50257470 0.50165870 0.50211670 0.50104870 0.50196370 0.50104870 0.50226970 0.50196370 0.50211670 0.50165870 0.50150670 0.50150670 0.50089570 0.50165870 0.50242170 0.50074370 0.49967570 0.50104870,0,3744,20,0,20
0.50211670 0.50104870 0.50196370 0.50104870 0.50226970 0.50196370 0.50211670 0.50165870 0.50150670 0.50150670 0.50089570 0.50165870 0.50242170 0.50074370 0.49967570 0.50104870 0.49921770 0.50043870 0.50089570 0.50043870,0,3745,20,0,20
0.50226970 0.50196370 0.50211670 0.50165870 0.50150670 0.50150670 0.50089570 0.50165870 0.50242170 0.50074370 0.49967570 0.50104870 0.49921770 0.50043870 0.50089570 0.50043870 0.50074370 0.49998070 0.50135370 0.50028570,0,3746,20,0,20
0.50150670 0.50150670 0.50089570 0.50165870 0.50242170 0.50074370 0.49967570 0.50104870 0.49921770 0.50043870 0.50089570 0.50043870 0.50074370 0.49998070 0.50135370 0.50028570 0.49891270 0.50043870 0.50059070 0.49875970,0,3747,20,0,20
0.50242170 0.50074370 0.49967570 0.50104870 0.49921770 0.50043870 0.50089570 0.50043870 0.50074370 0.49998070 0.50135370 0.50028570 0.49891270 0.50043870 0.50059070 0.49875970 0.50059070 0.49891270 0.49906470 0.49982770,0,3748,20,0,20
0.49891270 0.50043870 0.50059070 0.49875970 0.50059070 0.49891270 0.49906470 0.49982770 0.50181170 0.49875970 0.49677570 0.49601270 0.49051970 0.49875970 0.49921770 0.50410070 0.50348970 0.49830170 0.49708170 0.47098870,0,3751,20,0,20
0.50181170 0.49875970 0.49677570 0.49601270 0.49051970 0.49875970 0.49921770 0.50410070 0.50348970 0.49830170 0.49708170 0.47098870 0.49189370 0.49494470 0.48853670 0.49525070 0.49372470 0.50120070 0.49494470 0.50165870,0,3753,20,0,20
0.49189370 0.49494470 0.48853670 0.49525070 0.49372470 0.50120070 0.49494470 0.50165870 0.49769170 0.49845470 0.49875970 0.49814970 0.49967570 0.49906470 0.49921770 0.50013270 0.49936970 0.50013270 0.49952270 0.49982770,0,3756,20,0,20
0.49769170 0.49845470 0.49875970 0.49814970 0.49967570 0.49906470 0.49921770 0.50013270 0.49936970 0.50013270 0.49952270 0.49982770 0.49906470 0.50074370 0.49982770 0.50013270 0.50028570 0.49952270 0.50013270 0.49952270,0,3758,20,0,20
0.49967570 0.49906470 0.49921770 0.50013270 0.49936970 0.50013270 0.49952270 0.49982770 0.49906470 0.50074370 0.49982770 0.50013270 0.50028570 0.49952270 0.50013270 0.49952270 0.50089570 0.50059070 0.50028570 0.49967570,0,3759,20,0,20
0.49936970 0.50013270 0.49952270 0.49982770 0.49906470 0.50074370 0.49982770 0.50013270 0.50028570 0.49952270 0.50013270 0.49952270 0.50089570 0.50059070 0.50028570 0.49967570 0.50043870 0.49998070 0.50043870 0.50104870,0,3760,20,0,20
0.49906470 0.50074370 0.49982770 0.50013270 0.50028570 0.49952270 0.50013270 0.49952270 0.50089570 0.50059070 0.50028570 0.49967570 0.50043870 0.49998070 0.50043870 0.50104870 0.50074370 0.50043870 0.49982770 0.50059070,0,3761,20,0,20
0.50028570 0.49952270 0.50013270 0.49952270 0.50089570 0.50059070 0.50028570 0.49967570 0.50043870 0.49998070 0.50043870 0.50104870 0.50074370 0.50043870 0.49982770 0.50059070 0.49952270 0.50074370 0.50059070 0.50104870,0,3762,20,0,20
0.50089570 0.50059070 0.50028570 0.49967570 0.50043870 0.49998070 0.50043870 0.50104870 0.50074370 0.50043870 0.49982770 0.50059070 0.49952270 0.50074370 0.50059070 0.50104870 0.50028570 0.50089570 0.50059070 0.50028570,0,3763,20,0,20
0.50043870 0.49998070 0.50043870 0.50104870 0.50074370 0.50043870 0.49982770 0.50059070 0.49952270 0.50074370 0.50059070 0.50104870 0.50028570 0.50089570 0.50059070 0.50028570 0.50043870 0.50043870 0.50089570 0.50013270,0,3764,20,0,20
0.50043870 0.50043870 0.50089570 0.50013270 0.50089570 0.49967570 0.50013270 0.50120070 0.49998070 0.50089570 0.49998070 0.50074370 0.50028570 0.50074370 0.50074370 0.50059070 0.50043870 0.50028570 0.50074370 0.49998070,0,3768,20,0,20
0.50089570 0.49967570 0.50013270 0.50120070 0.49998070 0.50089570 0.49998070 0.50074370 0.50028570 0.50074370 0.50074370 0.50059070 0.50043870 0.50028570 0.50074370 0.49998070 0.50043870 0.50028570 0.50028570 0.49952270,0,3769,20,0,20
0.50043870 0.50028570 0.50074370 0.49998070 0.50043870 0.50028570 0.50028570 0.49952270 0.49982770 0.49967570 0.50059070 0.50089570 0.50013270 0.50013270 0.49967570 0.50028570 0.49967570 0.50043870 0.49982770 0.50120070,0,3772,20,0,20
0.50043870 0.50028570 0.50028570 0.49952270 0.49982770 0.49967570 0.50059070 0.50089570 0.50013270 0.50013270 0.49967570 0.50028570 0.49967570 0.50043870 0.49982770 0.50120070 0.49967570 0.50043870 0.50028570 0.49982770,0,3773,20,0,20
0.49982770 0.49967570 0.50059070 0.50089570 0.50013270 0.50013270 0.49967570 0.50028570 0.49967570 0.50043870 0.49982770 0.50120070 0.49967570 0.50043870 0.50028570 0.49982770 0.50028570 0.50516870 0.49860670 0.49738670,0,3774,20,0,20
0.50013270 0.50013270 0.49967570 0.50028570 0.49967570 0.50043870 0.49982770 0.50120070 0.49967570 0.50043870 0.50028570 0.49982770 0.50028570 0.50516870 0.49860670 0.49738670 0.50028570 0.49662370 0.49265670 0.49998070,0,3775,20,0,20
0.49967570 0.50043870 0.49982770 0.50120070 0.49967570 0.50043870 0.50028570 0.49982770 0.50028570 0.50516870 0.49860670 0.49738670 0.50028570 0.49662370 0.49265670 0.49998070 0.49463970 0.49708170 0.49479270 0.49586070,0,3776,20,0,20
0.50028570 0.50516870 0.49860670 0.49738670 0.50028570 0.49662370 0.49265670 0.49998070 0.49463970 0.49708170 0.49479270 0.49586070 0.49845470 0.50394770 0.49784470 0.49860670 0.49753870 0.49631870 0.49708170 0.49845470,0,3778,20,0,20
0.49463970 0.49708170 0.49479270 0.49586070 0.49845470 0.50394770 0.49784470 0.49860670 0.49753870 0.49631870 0.49708170 0.49845470 0.49509770 0.49906470 0.49494470 0.50043870 0.49906470 0.49799670 0.49936970 0.49921770,0,3780,20,0,20
0.49845470 0.50394770 0.49784470 0.49860670 0.49753870 0.49631870 0.49708170 0.49845470 0.49509770 0.49906470 0.49494470 0.50043870 0.49906470 0.49799670 0.49936970 0.49921770 0.49998070 0.49982770 0.49982770 0.49936970,0,3781,20,0,20
0.49753870 0.49631870 0.49708170 0.49845470 0.49509770 0.49906470 0.49494470 0.50043870 0.49906470 0.49799670 0.49936970 0.49921770 0.49998070 0.49982770 0.49982770 0.49936970 0.49891270 0.50013270 0.49952270 0.49952270,0,3782,20,0,20
0.49509770 0.49906470 0.49494470 0.50043870 0.49906470 0.49799670 0.49936970 0.49921770 0.49998070 0.49982770 0.49982770 0.49936970 0.49891270 0.50013270 0.49952270 0.49952270 0.49906470 0.49952270 0.49891270 0.49967570,0,3783,20,0,20
0.49891270 0.50013270 0.49952270 0.49952270 0.49906470 0.49952270 0.49891270 0.49967570 0.49998070 0.49936970 0.49982770 0.49875970 0.49936970 0.49906470 0.49921770 0.49936970 0.49906470 0.49936970 0.49799670 0.49860670,0,3786,20,0,20
0.49906470 0.49952270 0.49891270 0.49967570 0.49998070 0.49936970 0.49982770 0.49875970 0.49936970 0.49906470 0.49921770 0.49936970 0.49906470 0.49936970 0.49799670 0.49860670 0.49845470 0.49891270 0.49906470 0.49830170,0,3787,20,0,20
0.49998070 0.49936970 0.49982770 0.49875970 0.49936970 0.49906470 0.49921770 0.49936970 0.49906470 0.49936970 0.49799670 0.49860670 0.49845470 0.49891270 0.49906470 0.49830170 0.49845470 0.49814970 0.49860670 0.49769170,0,3788,20,0,20
0.49936970 0.49906470 0.49921770 0.49936970 0.49906470 0.49936970 0.49799670 0.49860670 0.49845470 0.49891270 0.49906470 0.49830170 0.49845470 0.49814970 0.49860670 0.49769170 0.49830170 0.49830170 0.49830170 0.49784470,0,3789,20,0,20
0.49906470 0.49936970 0.49799670 0.49860670 0.49845470 0.49891270 0.49906470 0.49830170 0.49845470 0.49814970 0.49860670 0.49769170 0.49830170 0.49830170 0.49830170 0.49784470 0.49784470 0.49814970 0.49784470 0.49830170,0,3790,20,0,20
0.49845470 0.49814970 0.49860670 0.49769170 0.49830170 0.49830170 0.49830170 0.49784470 0.49784470 0.49814970 0.49784470 0.49830170 0.49830170 0.49830170 0.49723370 0.49784470 0.49692870 0.49738670 0.49799670 0.49769170,0,3792,20,0,20
0.49830170 0.49830170 0.49830170 0.49784470 0.49784470 0.49814970 0.49784470 0.49830170 0.49830170 0.49830170 0.49723370 0.49784470 0.49692870 0.49738670 0.49799670 0.49769170 0.49723370 0.49708170 0.49738670 0.49647070,0,3793,20,0,20
0.49784470 0.49814970 0.49784470 0.49830170 0.49830170 0.49830170 0.49723370 0.49784470 0.49692870 0.49738670 0.49799670 0.49769170 0.49723370 0.49708170 0.49738670 0.49647070 0.49906470 0.49753870 0.49525070 0.49784470,0,3794,20,0,20
0.49830170 0.49830170 0.49723370 0.49784470 0.49692870 0.49738670 0.49799670 0.49769170 0.49723370 0.49708170 0.49738670 0.49647070 0.49906470 0.49753870 0.49525070 0.49784470 0.49448770 0.49631870 0.49677570 0.49601270,0,3795,20,0,20
0.49692870 0.49738670 0.49799670 0.49769170 0.49723370 0.49708170 0.49738670 0.49647070 0.49906470 0.49753870 0.49525070 0.49784470 0.49448770 0.49631870 0.49677570 0.49601270 0.49784470 0.49647070 0.49494470 0.49479270,0,3796,20,0,20
0.49906470 0.49753870 0.49525070 0.49784470 0.49448770 0.49631870 0.49677570 0.49601270 0.49784470 0.49647070 0.49494470 0.49479270 0.49677570 0.49586070 0.49555570 0.49525070 0.49631870 0.49525070 0.49418170 0.49586070,0,3798,20,0,20
0.49448770 0.49631870 0.49677570 0.49601270 0.49784470 0.49647070 0.49494470 0.49479270 0.49677570 0.49586070 0.49555570 0.49525070 0.49631870 0.49525070 0.49418170 0.49586070 0.49784470 0.49906470 0.49479270 0.49540270,0,3799,20,0,20
0.49784470 0.49647070 0.49494470 0.49479270 0.49677570 0.49586070 0.49555570 0.49525070 0.49631870 0.49525070 0.49418170 0.49586070 0.49784470 0.49906470 0.49479270 0.49540270 0.49357170 0.48929970 0.49357170 0.49677570,0,3800,20,0,20
0.49677570 0.49586070 0.49555570 0.49525070 0.49631870 0.49525070 0.49418170 0.49586070 0.49784470 0.49906470 0.49479270 0.49540270 0.49357170 0.48929970 0.49357170 0.49677570 0.49784470 0.49525070 0.49463970 0.49265670,0,3801,20,0,20
0.49784470 0.49906470 0.49479270 0.49540270 0.49357170 0.48929970 0.49357170 0.49677570 0.49784470 0.49525070 0.49463970 0.49265670 0.49219870 0.49372470 0.49067270 0.48853670 0.49051970 0.49586070 0.49433470 0.49113070,0,3803,20,0,20
0.49357170 0.48929970 0.49357170 0.49677570 0.49784470 0.49525070 0.49463970 0.49265670 0.49219870 0.49372470 0.49067270 0.48853670 0.49051970 0.49586070 0.49433470 0.49113070 0.49692870 0.49357170 0.49448770 0.47266770,0,3804,20,0,20
0.49784470 0.49525070 0.49463970 0.49265670 0.49219870 0.49372470 0.49067270 0.48853670 0.49051970 0.49586070 0.49433470 0.49113070 0.49692870 0.49357170 0.49448770 0.47266770 0.49555570 0.49463970 0.49494470 0.49494470,0,3805,20,0,20
0.49051970 0.49586070 0.49433470 0.49113070 0.49692870 0.49357170 0.49448770 0.47266770 0.49555570 0.49463970 0.49494470 0.49494470 0.49525070 0.49616570 0.49570770 0.49570770 0.49494470 0.49601270 0.49540270 0.49631870,0,3807,20,0,20
0.49525070 0.49616570 0.49570770 0.49570770 0.49494470 0.49601270 0.49540270 0.49631870 0.49631870 0.49616570 0.49616570 0.49601270 0.49601270 0.49555570 0.49647070 0.49631870 0.49631870 0.49601270 0.49662370 0.49616570,0,3810,20,0,20
0.49494470 0.49601270 0.49540270 0.49631870 0.49631870 0.49616570 0.49616570 0.49601270 0.49601270 0.49555570 0.49647070 0.49631870 0.49631870 0.49601270 0.49662370 0.49616570 0.49616570 0.49692870 0.49677570 0.49662370,0,3811,20,0,20
0.49631870 0.49616570 0.49616570 0.49601270 0.49601270 0.49555570 0.49647070 0.49631870 0.49631870 0.49601270 0.49662370 0.49616570 0.49616570 0.49692870 0.49677570 0.49662370 0.49662370 0.49662370 0.49647070 0.49662370,0,3812,20,0,20
0.49631870 0.49601270 0.49662370 0.49616570 0.49616570 0.49692870 0.49677570 0.49662370 0.49662370 0.49662370 0.49647070 0.49662370 0.49708170 0.49692870 0.49708170 0.49662370 0.49692870 0.49631870 0.49708170 0.49692870,0,3814,20,0,20
0.49708170 0.49692870 0.49708170 0.49662370 0.49692870 0.49631870 0.49708170 0.49692870 0.49708170 0.49677570 0.49647070 0.49692870 0.49601270 0.49692870 0.49677570 0.49677570 0.49662370 0.49662370 0.49647070 0.49631870,0,3817,20,0,20
0.49708170 0.49677570 0.49647070 0.49692870 0.49601270 0.49692870 0.49677570 0.49677570 0.49662370 0.49662370 0.49647070 0.49631870 0.49723370 0.49692870 0.49738670 0.49631870 0.49692870 0.49647070 0.49616570 0.49708170,0,3819,20,0,20
