value_sequence,finalLabel,original_index,original_len,generated_window_id,new_len
0.54729100 0.56255100 0.57109100 0.57323100 0.57216100 0.56651100 0.54790100 0.51753100 0.48473100 0.45207100 0.42812100 0.41759100 0.41469100 0.41545100 0.41942100 0.42827100 0.44414100 0.46016100 0.47374100 0.48213100,1,1018,25,4,20
0.56255100 0.57109100 0.57323100 0.57216100 0.56651100 0.54790100 0.51753100 0.48473100 0.45207100 0.42812100 0.41759100 0.41469100 0.41545100 0.41942100 0.42827100 0.44414100 0.46016100 0.47374100 0.48213100 0.48839100,1,1018,25,5,20
0.50421100 0.50787300 0.50604200 0.50466900 0.49993800 0.49322500 0.48757900 0.50283800 0.50909400 0.50421100 0.50939900 0.50253200 0.50802600 0.50604200 0.50711000 0.50726300 0.50726300 0.50817800 0.50711000 0.50787300,0,1021,20,0,20
0.51111400 0.51111400 0.51111400 0.51126700 0.51141900 0.51141900 0.51126700 0.51111400 0.51080900 0.51111400 0.51126700 0.51080900 0.51111400 0.51065700 0.51080900 0.51111400 0.51096200 0.51080900 0.51080900 0.51126700,0,1022,20,0,20
0.50974100 0.50989400 0.51004600 0.50897800 0.51080900 0.51004600 0.50974100 0.50989400 0.51004600 0.50989400 0.51050400 0.51019900 0.50806300 0.50684200 0.51126700 0.50501100 0.51370800 0.51157200 0.48563200 0.50989400,0,1023,20,0,20
0.51126700 0.51126700 0.51141900 0.51111400 0.51141900 0.51111400 0.51111400 0.51111400 0.51126700 0.51141900 0.51141900 0.51126700 0.51111400 0.51080900 0.51111400 0.51126700 0.51080900 0.51111400 0.51065700 0.51080900,0,1026,20,0,20
0.51141900 0.51141900 0.51141900 0.51172500 0.51126700 0.51126700 0.51172500 0.51141900 0.51172500 0.51157200 0.51141900 0.51141900 0.51141900 0.51157200 0.51111400 0.51126700 0.51126700 0.51126700 0.51126700 0.51126700,0,1027,20,0,20
0.51141900 0.51111400 0.51141900 0.51111400 0.51111400 0.51111400 0.51126700 0.51141900 0.51141900 0.51126700 0.51111400 0.51080900 0.51111400 0.51126700 0.51080900 0.51111400 0.51065700 0.51080900 0.51111400 0.51096200,0,1029,20,0,20
0.50958800 0.50958800 0.51035100 0.51019900 0.50958800 0.51035100 0.50852000 0.50974100 0.51004600 0.51050400 0.51203000 0.51264000 0.51187700 0.50546900 0.50836800 0.51508200 0.50760500 0.50653700 0.51050400 0.50546900,0,1031,20,0,20
0.50375300 0.50390600 0.50482100 0.50421100 0.50344800 0.49200400 0.51809600 0.50421100 0.50222700 0.50024400 0.50238000 0.49993800 0.49642900 0.49429300 0.50543200 0.50726300 0.50115900 0.50299000 0.50329500 0.50222700,0,1032,20,0,20
0.51050400 0.51050400 0.51035100 0.51019900 0.51050400 0.51019900 0.51019900 0.51035100 0.51035100 0.51035100 0.50989400 0.51004600 0.50989400 0.51004600 0.51035100 0.51004600 0.51004600 0.50989400 0.50974100 0.50943600,0,1033,20,0,20
0.51692100 0.52486100 0.54332100 0.56361100 0.57063100 0.55431100 0.51753100 0.47862100 0.45909100 0.46245100 0.48412100 0.50243100 0.49347474 0.49429844 0.49944367 0.50931804 0.50986208 0.49860474 0.50683013 0.50398634,1,1034,12,0,20
0.52691664 0.50853952 0.51791102 0.51883439 0.51294419 0.51692100 0.52486100 0.54332100 0.56361100 0.57063100 0.55431100 0.51753100 0.47862100 0.45909100 0.46245100 0.48412100 0.50243100 0.49332601 0.49342954 0.50149885,1,1034,12,1,20
0.52106000 0.51032446 0.52432273 0.51438111 0.52652266 0.50902575 0.52387782 0.52536414 0.51692100 0.52486100 0.54332100 0.56361100 0.57063100 0.55431100 0.51753100 0.47862100 0.45909100 0.46245100 0.48412100 0.50243100,1,1034,12,2,20
0.52359291 0.52330686 0.51405333 0.52133226 0.51856164 0.51535947 0.51692100 0.52486100 0.54332100 0.56361100 0.57063100 0.55431100 0.51753100 0.47862100 0.45909100 0.46245100 0.48412100 0.50243100 0.51234118 0.49821972,1,1034,12,3,20
0.52525089 0.51255836 0.50973954 0.51299240 0.52228275 0.52436164 0.50894894 0.51692100 0.52486100 0.54332100 0.56361100 0.57063100 0.55431100 0.51753100 0.47862100 0.45909100 0.46245100 0.48412100 0.50243100 0.50487709,1,1034,12,4,20
0.51831228 0.52041120 0.52045791 0.51692100 0.52486100 0.54332100 0.56361100 0.57063100 0.55431100 0.51753100 0.47862100 0.45909100 0.46245100 0.48412100 0.50243100 0.51166503 0.49934666 0.49840687 0.50406340 0.50101251,1,1034,12,5,20
0.50801501 0.50964776 0.52592318 0.50799463 0.51878493 0.52218481 0.50682788 0.51118831 0.51692100 0.52486100 0.54332100 0.56361100 0.57063100 0.55431100 0.51753100 0.47862100 0.45909100 0.46245100 0.48412100 0.50243100,1,1034,12,6,20
0.51437924 0.51706196 0.51364569 0.52000183 0.51692100 0.52486100 0.54332100 0.56361100 0.57063100 0.55431100 0.51753100 0.47862100 0.45909100 0.46245100 0.48412100 0.50243100 0.49693235 0.49289452 0.49241395 0.49932622,1,1034,12,7,20
0.52619672 0.50750850 0.51754265 0.51852993 0.52104138 0.51978959 0.51692100 0.52486100 0.54332100 0.56361100 0.57063100 0.55431100 0.51753100 0.47862100 0.45909100 0.46245100 0.48412100 0.50243100 0.49254596 0.50508098,1,1034,12,8,20
0.51324854 0.52256307 0.51047738 0.51692100 0.52486100 0.54332100 0.56361100 0.57063100 0.55431100 0.51753100 0.47862100 0.45909100 0.46245100 0.48412100 0.50243100 0.50677614 0.50495311 0.50549163 0.49591844 0.50583093,1,1034,12,9,20
0.50819739 0.50340608 0.51057037 0.49783115 0.50155500 0.50582800 0.52200200 0.55053600 0.55755500 0.54748400 0.50811700 0.46295100 0.44280900 0.44723400 0.47286900 0.49087400 0.48886969 0.50025312 0.48316775 0.49668408,1,1036,12,0,20
0.49175599 0.50128443 0.49460149 0.50353838 0.50753695 0.50155500 0.50582800 0.52200200 0.55053600 0.55755500 0.54748400 0.50811700 0.46295100 0.44280900 0.44723400 0.47286900 0.49087400 0.48170530 0.48427219 0.48778366,1,1036,12,1,20
0.49921213 0.51062047 0.49355432 0.50001587 0.50069416 0.49714818 0.50155500 0.50582800 0.52200200 0.55053600 0.55755500 0.54748400 0.50811700 0.46295100 0.44280900 0.44723400 0.47286900 0.49087400 0.48652499 0.49509065,1,1036,12,2,20
0.50391921 0.50783110 0.50155500 0.50582800 0.52200200 0.55053600 0.55755500 0.54748400 0.50811700 0.46295100 0.44280900 0.44723400 0.47286900 0.49087400 0.48901012 0.49296927 0.49860209 0.49777232 0.49912114 0.48633783,1,1036,12,3,20
0.50790248 0.50746949 0.50491700 0.50155500 0.50582800 0.52200200 0.55053600 0.55755500 0.54748400 0.50811700 0.46295100 0.44280900 0.44723400 0.47286900 0.49087400 0.50036295 0.48972660 0.49561661 0.49477765 0.49543106,1,1036,12,4,20
0.50659994 0.49535088 0.49852664 0.49939338 0.50653042 0.50589341 0.50824306 0.50734333 0.50155500 0.50582800 0.52200200 0.55053600 0.55755500 0.54748400 0.50811700 0.46295100 0.44280900 0.44723400 0.47286900 0.49087400,1,1036,12,5,20
0.49433157 0.50427253 0.50155500 0.50582800 0.52200200 0.55053600 0.55755500 0.54748400 0.50811700 0.46295100 0.44280900 0.44723400 0.47286900 0.49087400 0.49847389 0.49368522 0.49864211 0.50067289 0.48810944 0.49525828,1,1036,12,6,20
0.50235666 0.50065164 0.49633616 0.49645749 0.49523485 0.50155500 0.50582800 0.52200200 0.55053600 0.55755500 0.54748400 0.50811700 0.46295100 0.44280900 0.44723400 0.47286900 0.49087400 0.49345567 0.48384573 0.48952678,1,1036,12,7,20
0.50031585 0.50867567 0.50041485 0.49318569 0.51142961 0.50155500 0.50582800 0.52200200 0.55053600 0.55755500 0.54748400 0.50811700 0.46295100 0.44280900 0.44723400 0.47286900 0.49087400 0.49764774 0.49401645 0.49590690,1,1036,12,8,20
0.49409569 0.50688984 0.49569180 0.50133384 0.50155500 0.50582800 0.52200200 0.55053600 0.55755500 0.54748400 0.50811700 0.46295100 0.44280900 0.44723400 0.47286900 0.49087400 0.48455120 0.49585706 0.48588542 0.48602826,1,1036,12,9,20
0.51157200 0.50958800 0.50745200 0.50791000 0.51157200 0.50791000 0.51019900 0.51019900 0.50318000 0.50775700 0.50943600 0.50638400 0.50867300 0.50913100 0.50897800 0.50928300 0.50897800 0.50897800 0.50897800 0.50882500,0,1038,20,0,20
0.50943600 0.50928300 0.51264000 0.50989400 0.50653700 0.51111400 0.51126700 0.51096200 0.50913100 0.51019900 0.51050400 0.51050400 0.51080900 0.51050400 0.51050400 0.51065700 0.51050400 0.51050400 0.51050400 0.51035100,0,1040,20,0,20
0.50989400 0.51004600 0.50989400 0.51004600 0.50974100 0.50989400 0.50989400 0.51019900 0.51004600 0.50974100 0.51004600 0.51019900 0.51004600 0.50974100 0.50974100 0.51004600 0.50989400 0.50974100 0.51035100 0.50989400,0,1041,20,0,20
0.51096200 0.51080900 0.51080900 0.51096200 0.51080900 0.51080900 0.51050400 0.51080900 0.51080900 0.51096200 0.51080900 0.51096200 0.51111400 0.51065700 0.51080900 0.51080900 0.51080900 0.51080900 0.51080900 0.51111400,0,1042,20,0,20
0.50705828 0.49851847 0.50299052 0.50262300 0.50872700 0.53237800 0.56014900 0.56808400 0.54244900 0.48873800 0.44448800 0.43106000 0.45165900 0.47973500 0.49392600 0.49061163 0.49935328 0.48852213 0.50263558 0.49039621,1,1043,12,0,20
0.50262300 0.50872700 0.53237800 0.56014900 0.56808400 0.54244900 0.48873800 0.44448800 0.43106000 0.45165900 0.47973500 0.49392600 0.48609928 0.48879520 0.48550833 0.49330837 0.48899170 0.50155313 0.49426441 0.48865815,1,1043,12,1,20
0.49651099 0.49616388 0.49861521 0.49474793 0.49636328 0.50262300 0.50872700 0.53237800 0.56014900 0.56808400 0.54244900 0.48873800 0.44448800 0.43106000 0.45165900 0.47973500 0.49392600 0.50258051 0.49722153 0.50224574,1,1043,12,2,20
0.49773443 0.50980072 0.49985401 0.49546957 0.50262300 0.50872700 0.53237800 0.56014900 0.56808400 0.54244900 0.48873800 0.44448800 0.43106000 0.45165900 0.47973500 0.49392600 0.49994611 0.48522599 0.49204617 0.50023471,1,1043,12,3,20
0.50298621 0.49968032 0.49407953 0.50262300 0.50872700 0.53237800 0.56014900 0.56808400 0.54244900 0.48873800 0.44448800 0.43106000 0.45165900 0.47973500 0.49392600 0.50362615 0.48750049 0.48909162 0.48870848 0.50198571,1,1043,12,4,20
0.50792443 0.50176512 0.51177924 0.49363175 0.51053771 0.50262300 0.50872700 0.53237800 0.56014900 0.56808400 0.54244900 0.48873800 0.44448800 0.43106000 0.45165900 0.47973500 0.49392600 0.48524135 0.49177506 0.48511446,1,1043,12,5,20
0.51095427 0.50432788 0.50262300 0.50872700 0.53237800 0.56014900 0.56808400 0.54244900 0.48873800 0.44448800 0.43106000 0.45165900 0.47973500 0.49392600 0.48835144 0.48951579 0.49292913 0.49042466 0.48446858 0.49701316,1,1043,12,6,20
0.50490346 0.51075163 0.50215765 0.49950089 0.50285455 0.49648487 0.50514698 0.50805199 0.50262300 0.50872700 0.53237800 0.56014900 0.56808400 0.54244900 0.48873800 0.44448800 0.43106000 0.45165900 0.47973500 0.49392600,1,1043,12,7,20
0.49897161 0.50262300 0.50872700 0.53237800 0.56014900 0.56808400 0.54244900 0.48873800 0.44448800 0.43106000 0.45165900 0.47973500 0.49392600 0.50119266 0.49403529 0.49455500 0.49832013 0.49546493 0.48542217 0.49993138,1,1043,12,8,20
0.51112408 0.50262300 0.50872700 0.53237800 0.56014900 0.56808400 0.54244900 0.48873800 0.44448800 0.43106000 0.45165900 0.47973500 0.49392600 0.48510008 0.48644302 0.49791643 0.49599010 0.49160488 0.49470144 0.49794337,1,1043,12,9,20
0.51080900 0.51065700 0.51080900 0.51050400 0.51050400 0.51080900 0.51080900 0.51065700 0.51050400 0.51096200 0.51080900 0.51080900 0.51050400 0.51065700 0.51096200 0.51065700 0.51126700 0.51080900 0.51080900 0.51080900,0,1044,20,0,20
0.49268155 0.49166676 0.49987600 0.50109700 0.50903100 0.53680200 0.58593600 0.62621900 0.61859000 0.56960900 0.47790400 0.39596400 0.37277000 0.38909700 0.43365300 0.47119000 0.48980500 0.48860711 0.49809024 0.49093702,1,1045,15,0,20
0.49704110 0.50804810 0.49764920 0.49987600 0.50109700 0.50903100 0.53680200 0.58593600 0.62621900 0.61859000 0.56960900 0.47790400 0.39596400 0.37277000 0.38909700 0.43365300 0.47119000 0.48980500 0.48998420 0.48229138,1,1045,15,1,20
0.49987600 0.50109700 0.50903100 0.53680200 0.58593600 0.62621900 0.61859000 0.56960900 0.47790400 0.39596400 0.37277000 0.38909700 0.43365300 0.47119000 0.48980500 0.49372938 0.49556989 0.48638011 0.48855214 0.48330708,1,1045,15,2,20
0.50916379 0.49159960 0.50285553 0.50398013 0.49987600 0.50109700 0.50903100 0.53680200 0.58593600 0.62621900 0.61859000 0.56960900 0.47790400 0.39596400 0.37277000 0.38909700 0.43365300 0.47119000 0.48980500 0.48309930,1,1045,15,3,20
0.49074080 0.50100788 0.50977231 0.49987600 0.50109700 0.50903100 0.53680200 0.58593600 0.62621900 0.61859000 0.56960900 0.47790400 0.39596400 0.37277000 0.38909700 0.43365300 0.47119000 0.48980500 0.48843129 0.49940534,1,1045,15,4,20
0.49240236 0.49772562 0.49987600 0.50109700 0.50903100 0.53680200 0.58593600 0.62621900 0.61859000 0.56960900 0.47790400 0.39596400 0.37277000 0.38909700 0.43365300 0.47119000 0.48980500 0.49768038 0.49718529 0.48634877,1,1045,15,5,20
0.49987600 0.50109700 0.50903100 0.53680200 0.58593600 0.62621900 0.61859000 0.56960900 0.47790400 0.39596400 0.37277000 0.38909700 0.43365300 0.47119000 0.48980500 0.49737073 0.49503372 0.49232213 0.48299819 0.48143918,1,1045,15,6,20
0.50216788 0.49988151 0.49463803 0.49573242 0.49987600 0.50109700 0.50903100 0.53680200 0.58593600 0.62621900 0.61859000 0.56960900 0.47790400 0.39596400 0.37277000 0.38909700 0.43365300 0.47119000 0.48980500 0.48769075,1,1045,15,7,20
0.49768172 0.49762239 0.49987600 0.50109700 0.50903100 0.53680200 0.58593600 0.62621900 0.61859000 0.56960900 0.47790400 0.39596400 0.37277000 0.38909700 0.43365300 0.47119000 0.48980500 0.48227636 0.49696772 0.49194357,1,1045,15,8,20
0.49279980 0.49835387 0.49987600 0.50109700 0.50903100 0.53680200 0.58593600 0.62621900 0.61859000 0.56960900 0.47790400 0.39596400 0.37277000 0.38909700 0.43365300 0.47119000 0.48980500 0.48817328 0.49177638 0.49193800,1,1045,15,9,20
0.50261600 0.50460000 0.51360200 0.53420200 0.56212500 0.57387500 0.56975500 0.53847400 0.49040900 0.44707400 0.42906900 0.43074700 0.45363500 0.47850700 0.49361300 0.48722445 0.49020542 0.49955102 0.50092295 0.49400223,1,1047,15,0,20
0.50222017 0.50765693 0.50917392 0.50261600 0.50460000 0.51360200 0.53420200 0.56212500 0.57387500 0.56975500 0.53847400 0.49040900 0.44707400 0.42906900 0.43074700 0.45363500 0.47850700 0.49361300 0.49884227 0.49133109,1,1047,15,1,20
0.50980059 0.49561477 0.50036703 0.50261600 0.50460000 0.51360200 0.53420200 0.56212500 0.57387500 0.56975500 0.53847400 0.49040900 0.44707400 0.42906900 0.43074700 0.45363500 0.47850700 0.49361300 0.48485865 0.49181383,1,1047,15,2,20
0.50809013 0.49652487 0.50345813 0.50261600 0.50460000 0.51360200 0.53420200 0.56212500 0.57387500 0.56975500 0.53847400 0.49040900 0.44707400 0.42906900 0.43074700 0.45363500 0.47850700 0.49361300 0.48446311 0.50146441,1,1047,15,3,20
0.50261600 0.50460000 0.51360200 0.53420200 0.56212500 0.57387500 0.56975500 0.53847400 0.49040900 0.44707400 0.42906900 0.43074700 0.45363500 0.47850700 0.49361300 0.49409495 0.49767617 0.48579251 0.50042900 0.49786324,1,1047,15,4,20
0.49497558 0.51228009 0.49301665 0.50519966 0.50261600 0.50460000 0.51360200 0.53420200 0.56212500 0.57387500 0.56975500 0.53847400 0.49040900 0.44707400 0.42906900 0.43074700 0.45363500 0.47850700 0.49361300 0.48713196,1,1047,15,5,20
0.49397917 0.49419418 0.50193831 0.51254788 0.50261600 0.50460000 0.51360200 0.53420200 0.56212500 0.57387500 0.56975500 0.53847400 0.49040900 0.44707400 0.42906900 0.43074700 0.45363500 0.47850700 0.49361300 0.48920042,1,1047,15,6,20
0.50487834 0.50298993 0.50949419 0.49836567 0.50261600 0.50460000 0.51360200 0.53420200 0.56212500 0.57387500 0.56975500 0.53847400 0.49040900 0.44707400 0.42906900 0.43074700 0.45363500 0.47850700 0.49361300 0.49469785,1,1047,15,7,20
0.49925020 0.50261600 0.50460000 0.51360200 0.53420200 0.56212500 0.57387500 0.56975500 0.53847400 0.49040900 0.44707400 0.42906900 0.43074700 0.45363500 0.47850700 0.49361300 0.49241659 0.50128993 0.49030577 0.49125696,1,1047,15,8,20
0.49867788 0.50883902 0.51126878 0.50525170 0.50510154 0.50261600 0.50460000 0.51360200 0.53420200 0.56212500 0.57387500 0.56975500 0.53847400 0.49040900 0.44707400 0.42906900 0.43074700 0.45363500 0.47850700 0.49361300,1,1047,15,9,20
0.50085400 0.50085400 0.50054900 0.50100700 0.50100700 0.50146400 0.50039600 0.50085400 0.50070100 0.50070100 0.50115900 0.50054900 0.50085400 0.50009100 0.50131200 0.50070100 0.50100700 0.50115900 0.50085400 0.50146400,0,1048,20,0,20
0.51080900 0.51004600 0.51004600 0.51004600 0.51019900 0.51019900 0.51019900 0.51035100 0.50989400 0.51050400 0.51004600 0.51004600 0.51035100 0.51019900 0.51019900 0.51050400 0.51035100 0.51080900 0.51035100 0.51035100,0,1049,20,0,20
0.49471389 0.49797237 0.49743756 0.49680068 0.50766200 0.49721375 0.49619021 0.50218325 0.50455300 0.50745200 0.51706500 0.53339200 0.54422600 0.53781700 0.51080900 0.47739200 0.45786100 0.45786100 0.47815500 0.49326100,1,1054,12,0,20
0.49948775 0.49740572 0.49741111 0.50455300 0.50745200 0.51706500 0.53339200 0.54422600 0.53781700 0.51080900 0.47739200 0.45786100 0.45786100 0.47815500 0.49326100 0.48845083 0.49398806 0.49835334 0.50022144 0.49822158,1,1054,12,1,20
0.51277973 0.50495133 0.50724442 0.50455300 0.50745200 0.51706500 0.53339200 0.54422600 0.53781700 0.51080900 0.47739200 0.45786100 0.45786100 0.47815500 0.49326100 0.49151723 0.48985521 0.48994060 0.48632215 0.49911300,1,1054,12,2,20
0.49557939 0.50807852 0.51190858 0.50450110 0.49587874 0.50455300 0.50745200 0.51706500 0.53339200 0.54422600 0.53781700 0.51080900 0.47739200 0.45786100 0.45786100 0.47815500 0.49326100 0.49184865 0.49016779 0.50284090,1,1054,12,3,20
0.50902051 0.50487242 0.50877942 0.50904495 0.49580120 0.49895461 0.49472365 0.50455300 0.50745200 0.51706500 0.53339200 0.54422600 0.53781700 0.51080900 0.47739200 0.45786100 0.45786100 0.47815500 0.49326100 0.49345450,1,1054,12,4,20
0.51213744 0.50676404 0.50455719 0.51314989 0.49793767 0.49596761 0.50455300 0.50745200 0.51706500 0.53339200 0.54422600 0.53781700 0.51080900 0.47739200 0.45786100 0.45786100 0.47815500 0.49326100 0.50149463 0.50120806,1,1054,12,5,20
0.49942632 0.51403383 0.50990825 0.50455300 0.50745200 0.51706500 0.53339200 0.54422600 0.53781700 0.51080900 0.47739200 0.45786100 0.45786100 0.47815500 0.49326100 0.49669202 0.48779392 0.49351926 0.49962557 0.50036909,1,1054,12,6,20
0.50579279 0.50501303 0.50854268 0.50512312 0.50289163 0.49618588 0.50455300 0.50745200 0.51706500 0.53339200 0.54422600 0.53781700 0.51080900 0.47739200 0.45786100 0.45786100 0.47815500 0.49326100 0.48588280 0.49839635,1,1054,12,7,20
0.49551757 0.51271957 0.50867009 0.49454696 0.50075964 0.50986732 0.50289001 0.50392327 0.50455300 0.50745200 0.51706500 0.53339200 0.54422600 0.53781700 0.51080900 0.47739200 0.45786100 0.45786100 0.47815500 0.49326100,1,1054,12,8,20
0.50455300 0.50745200 0.51706500 0.53339200 0.54422600 0.53781700 0.51080900 0.47739200 0.45786100 0.45786100 0.47815500 0.49326100 0.49244809 0.48738398 0.49762915 0.48542814 0.49340407 0.48674908 0.48431389 0.48622204,1,1054,12,9,20
0.51035100 0.50989400 0.50974100 0.50989400 0.51019900 0.51004600 0.50989400 0.50989400 0.51019900 0.50989400 0.50989400 0.51004600 0.50989400 0.51019900 0.50989400 0.51004600 0.51004600 0.51004600 0.51004600 0.51019900,0,1055,20,0,20
0.51141900 0.51126700 0.51111400 0.51080900 0.51111400 0.51126700 0.51080900 0.51111400 0.51065700 0.51080900 0.51111400 0.51096200 0.51080900 0.51080900 0.51126700 0.51065700 0.51111400 0.51111400 0.51096200 0.51111400,0,1057,20,0,20
0.50146400 0.50207500 0.49948100 0.50146400 0.50115900 0.49978600 0.49765000 0.49887000 0.50100700 0.49948100 0.50054900 0.49963300 0.49810700 0.50115900 0.49536100 0.49597100 0.49887000 0.49948100 0.49795500 0.49948100,0,1059,20,0,20
0.51080900 0.51080900 0.51096200 0.51080900 0.51080900 0.51111400 0.51065700 0.51080900 0.51080900 0.51096200 0.51050400 0.51080900 0.51080900 0.51065700 0.51065700 0.51111400 0.51080900 0.51080900 0.51096200 0.51080900,0,1060,20,0,20
0.49963300 0.50009100 0.49963300 0.49993800 0.49948100 0.50054900 0.50054900 0.50054900 0.50039600 0.49993800 0.49978600 0.50009100 0.50100700 0.50054900 0.50039600 0.49993800 0.50085400 0.49993800 0.50070100 0.50085400,0,1061,20,0,20
0.50665200 0.50604200 0.50619500 0.50619500 0.50695800 0.50588900 0.50604200 0.50619500 0.50680500 0.50665200 0.50741500 0.50726300 0.50695800 0.50695800 0.50665200 0.50695800 0.50756800 0.50711000 0.50756800 0.50665200,0,1062,20,0,20
0.51080900 0.51080900 0.51096200 0.51080900 0.51050400 0.51080900 0.51080900 0.51080900 0.51080900 0.51080900 0.51096200 0.51050400 0.51080900 0.51050400 0.51050400 0.51080900 0.51203000 0.51019900 0.51019900 0.51080900,0,1063,20,0,20
0.50665200 0.50726300 0.50741500 0.50680500 0.50695800 0.50604200 0.50695800 0.50604200 0.50680500 0.50680500 0.50650000 0.50619500 0.50604200 0.50573700 0.50588900 0.50741500 0.50787300 0.50573700 0.50604200 0.50634700,0,1064,20,0,20
0.50420378 0.50629245 0.51082100 0.51128100 0.51402100 0.52028100 0.53310100 0.55095100 0.56682100 0.57292100 0.56850100 0.55019100 0.52226100 0.49113100 0.46336100 0.44704100 0.44368100 0.45192100 0.46916100 0.48701100,1,1065,18,0,20
0.50342625 0.51563386 0.51082100 0.51128100 0.51402100 0.52028100 0.53310100 0.55095100 0.56682100 0.57292100 0.56850100 0.55019100 0.52226100 0.49113100 0.46336100 0.44704100 0.44368100 0.45192100 0.46916100 0.48701100,1,1065,18,1,20
0.51988572 0.51082100 0.51128100 0.51402100 0.52028100 0.53310100 0.55095100 0.56682100 0.57292100 0.56850100 0.55019100 0.52226100 0.49113100 0.46336100 0.44704100 0.44368100 0.45192100 0.46916100 0.48701100 0.49021212,1,1065,18,2,20
0.51146237 0.51082100 0.51128100 0.51402100 0.52028100 0.53310100 0.55095100 0.56682100 0.57292100 0.56850100 0.55019100 0.52226100 0.49113100 0.46336100 0.44704100 0.44368100 0.45192100 0.46916100 0.48701100 0.49006224,1,1065,18,3,20
0.52002927 0.52014715 0.51082100 0.51128100 0.51402100 0.52028100 0.53310100 0.55095100 0.56682100 0.57292100 0.56850100 0.55019100 0.52226100 0.49113100 0.46336100 0.44704100 0.44368100 0.45192100 0.46916100 0.48701100,1,1065,18,4,20
0.51082100 0.51128100 0.51402100 0.52028100 0.53310100 0.55095100 0.56682100 0.57292100 0.56850100 0.55019100 0.52226100 0.49113100 0.46336100 0.44704100 0.44368100 0.45192100 0.46916100 0.48701100 0.48265011 0.48951025,1,1065,18,5,20
0.51082100 0.51128100 0.51402100 0.52028100 0.53310100 0.55095100 0.56682100 0.57292100 0.56850100 0.55019100 0.52226100 0.49113100 0.46336100 0.44704100 0.44368100 0.45192100 0.46916100 0.48701100 0.48793577 0.49228609,1,1065,18,6,20
0.51082100 0.51128100 0.51402100 0.52028100 0.53310100 0.55095100 0.56682100 0.57292100 0.56850100 0.55019100 0.52226100 0.49113100 0.46336100 0.44704100 0.44368100 0.45192100 0.46916100 0.48701100 0.49557892 0.48387887,1,1065,18,7,20
0.51524322 0.51082100 0.51128100 0.51402100 0.52028100 0.53310100 0.55095100 0.56682100 0.57292100 0.56850100 0.55019100 0.52226100 0.49113100 0.46336100 0.44704100 0.44368100 0.45192100 0.46916100 0.48701100 0.48157886,1,1065,18,8,20
0.51345749 0.51399670 0.51082100 0.51128100 0.51402100 0.52028100 0.53310100 0.55095100 0.56682100 0.57292100 0.56850100 0.55019100 0.52226100 0.49113100 0.46336100 0.44704100 0.44368100 0.45192100 0.46916100 0.48701100,1,1065,18,9,20
0.51050400 0.51080900 0.51080900 0.51065700 0.51065700 0.51111400 0.51080900 0.51080900 0.51096200 0.51080900 0.51050400 0.51080900 0.51080900 0.51080900 0.51080900 0.51080900 0.51096200 0.51050400 0.51080900 0.51050400,0,1067,20,0,20
0.50283800 0.50909400 0.50421100 0.50939900 0.50253200 0.50802600 0.50604200 0.50711000 0.50726300 0.50726300 0.50817800 0.50711000 0.50787300 0.50726300 0.50756800 0.50741500 0.50802600 0.50772000 0.50802600 0.50726300,0,1069,20,0,20
0.50695800 0.50604200 0.50680500 0.50680500 0.50650000 0.50619500 0.50604200 0.50573700 0.50588900 0.50741500 0.50787300 0.50573700 0.50604200 0.50634700 0.50588900 0.50421100 0.50558400 0.50512600 0.50619500 0.50512600,0,1070,20,0,20
0.52554473 0.51524100 0.51570100 0.51707100 0.52577100 0.54713100 0.58360100 0.59611100 0.59489100 0.55888100 0.50273100 0.45177100 0.43407100 0.43376100 0.46397100 0.49113100 0.50685100 0.51280100 0.51479100 0.50532363,1,1071,18,0,20
0.50910561 0.50792619 0.51524100 0.51570100 0.51707100 0.52577100 0.54713100 0.58360100 0.59611100 0.59489100 0.55888100 0.50273100 0.45177100 0.43407100 0.43376100 0.46397100 0.49113100 0.50685100 0.51280100 0.51479100,1,1071,18,1,20
0.51429808 0.51524100 0.51570100 0.51707100 0.52577100 0.54713100 0.58360100 0.59611100 0.59489100 0.55888100 0.50273100 0.45177100 0.43407100 0.43376100 0.46397100 0.49113100 0.50685100 0.51280100 0.51479100 0.52258569,1,1071,18,2,20
0.51524100 0.51570100 0.51707100 0.52577100 0.54713100 0.58360100 0.59611100 0.59489100 0.55888100 0.50273100 0.45177100 0.43407100 0.43376100 0.46397100 0.49113100 0.50685100 0.51280100 0.51479100 0.51373513 0.51826029,1,1071,18,3,20
0.51524100 0.51570100 0.51707100 0.52577100 0.54713100 0.58360100 0.59611100 0.59489100 0.55888100 0.50273100 0.45177100 0.43407100 0.43376100 0.46397100 0.49113100 0.50685100 0.51280100 0.51479100 0.51107757 0.52167345,1,1071,18,4,20
0.51844678 0.51524100 0.51570100 0.51707100 0.52577100 0.54713100 0.58360100 0.59611100 0.59489100 0.55888100 0.50273100 0.45177100 0.43407100 0.43376100 0.46397100 0.49113100 0.50685100 0.51280100 0.51479100 0.51172069,1,1071,18,5,20
0.51521032 0.51524100 0.51570100 0.51707100 0.52577100 0.54713100 0.58360100 0.59611100 0.59489100 0.55888100 0.50273100 0.45177100 0.43407100 0.43376100 0.46397100 0.49113100 0.50685100 0.51280100 0.51479100 0.50837207,1,1071,18,6,20
