sample_index,sample_id,source_split,t,input_quantized,membrane_before,input_contribution,recurrent_contribution,recurrent_contribution_raw,membrane_update_raw,membrane_after_update,threshold_result,reset_membrane,spike_count_state
0,train_0000,train,0,513,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[1539,769,1539,769,384,1539,1539,1539,384,769,769,1539,769,1539,769,384,769,384,1539,769,1539,769,1539,1539,1539,384,769,384,384,769,769,1539,769,769,769,384,384,769,384,769,769,1539,769,769,1539,1539,769,769,769,384,384,384,1539,769,769,1539,769,769,384,384,769,769,769,1539]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[1539,769,1539,769,384,1539,1539,1539,384,769,769,1539,769,1539,769,384,769,384,1539,769,1539,769,1539,1539,1539,384,769,384,384,769,769,1539,769,769,769,384,384,769,384,769,769,1539,769,769,1539,1539,769,769,769,384,384,384,1539,769,769,1539,769,769,384,384,769,769,769,1539]","[1539,769,1539,769,384,1539,1539,1539,384,769,769,1539,769,1539,769,384,769,384,1539,769,1539,769,1539,1539,1539,384,769,384,384,769,769,1539,769,769,769,384,384,769,384,769,769,1539,769,769,1539,1539,769,769,769,384,384,384,1539,769,769,1539,769,769,384,384,769,769,769,1539]","[""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0""]","[1539,769,1539,769,384,1539,1539,1539,384,769,769,1539,769,1539,769,384,769,384,1539,769,1539,769,1539,1539,1539,384,769,384,384,769,769,1539,769,769,769,384,384,769,384,769,769,1539,769,769,1539,1539,769,769,769,384,384,384,1539,769,769,1539,769,769,384,384,769,769,769,1539]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
0,train_0000,train,1,513,"[1539,769,1539,769,384,1539,1539,1539,384,769,769,1539,769,1539,769,384,769,384,1539,769,1539,769,1539,1539,1539,384,769,384,384,769,769,1539,769,769,769,384,384,769,384,769,769,1539,769,769,1539,1539,769,769,769,384,384,384,1539,769,769,1539,769,769,384,384,769,769,769,1539]","[1539,769,1539,769,384,1539,1539,1539,384,769,769,1539,769,1539,769,384,769,384,1539,769,1539,769,1539,1539,1539,384,769,384,384,769,769,1539,769,769,769,384,384,769,384,769,769,1539,769,769,1539,1539,769,769,769,384,384,384,1539,769,769,1539,769,769,384,384,769,769,769,1539]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[2886,1442,2886,1442,720,2886,2886,2886,720,1442,1442,2886,1442,2886,1442,720,1442,720,2886,1442,2886,1442,2886,2886,2886,720,1442,720,720,1442,1442,2886,1442,1442,1442,720,720,1442,720,1442,1442,2886,1442,1442,2886,2886,1442,1442,1442,720,720,720,2886,1442,1442,2886,1442,1442,720,720,1442,1442,1442,2886]","[2886,1442,2886,1442,720,2886,2886,2886,720,1442,1442,2886,1442,2886,1442,720,1442,720,2886,1442,2886,1442,2886,2886,2886,720,1442,720,720,1442,1442,2886,1442,1442,1442,720,720,1442,720,1442,1442,2886,1442,1442,2886,2886,1442,1442,1442,720,720,720,2886,1442,1442,2886,1442,1442,720,720,1442,1442,1442,2886]","[""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1""]","[0,1442,0,1442,720,0,0,0,720,1442,1442,0,1442,0,1442,720,1442,720,0,1442,0,1442,0,0,0,720,1442,720,720,1442,1442,0,1442,1442,1442,720,720,1442,720,1442,1442,0,1442,1442,0,0,1442,1442,1442,720,720,720,0,1442,1442,0,1442,1442,720,720,1442,1442,1442,0]","[1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1]"
0,train_0000,train,2,513,"[0,1442,0,1442,720,0,0,0,720,1442,1442,0,1442,0,1442,720,1442,720,0,1442,0,1442,0,0,0,720,1442,720,720,1442,1442,0,1442,1442,1442,720,720,1442,720,1442,1442,0,1442,1442,0,0,1442,1442,1442,720,720,720,0,1442,1442,0,1442,1442,720,720,1442,1442,1442,0]","[1539,769,1539,769,384,1539,1539,1539,384,769,769,1539,769,1539,769,384,769,384,1539,769,1539,769,1539,1539,1539,384,769,384,384,769,769,1539,769,769,769,384,384,769,384,769,769,1539,769,769,1539,1539,769,769,769,384,384,384,1539,769,769,1539,769,769,384,384,769,769,769,1539]","[128,-128,0,64,64,64,128,0,128,64,192,128,0,192,64,128,-64,64,0,0,64,128,128,-128,0,0,64,64,64,64,64,-64,64,128,256,128,64,0,64,128,-64,-64,0,128,0,128,128,128,64,128,-64,128,0,128,64,0,256,64,64,64,0,192,0,0]","[128,-128,0,64,64,64,128,0,128,64,192,128,0,192,64,128,-64,64,0,0,64,128,128,-128,0,0,64,64,64,64,64,-64,64,128,256,128,64,0,64,128,-64,-64,0,128,0,128,128,128,64,128,-64,128,0,128,64,0,256,64,64,64,0,192,0,0]","[1667,1903,1539,2095,1078,1603,1667,1539,1142,2095,2223,1667,2031,1731,2095,1142,1967,1078,1539,2031,1603,2159,1667,1411,1539,1014,2095,1078,1078,2095,2095,1475,2095,2159,2287,1142,1078,2031,1078,2159,1967,1475,2031,2159,1539,1667,2159,2159,2095,1142,950,1142,1539,2159,2095,1539,2287,2095,1078,1078,2031,2223,2031,1539]","[1667,1903,1539,2095,1078,1603,1667,1539,1142,2095,2223,1667,2031,1731,2095,1142,1967,1078,1539,2031,1603,2159,1667,1411,1539,1014,2095,1078,1078,2095,2095,1475,2095,2159,2287,1142,1078,2031,1078,2159,1967,1475,2031,2159,1539,1667,2159,2159,2095,1142,950,1142,1539,2159,2095,1539,2287,2095,1078,1078,2031,2223,2031,1539]","[""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0""]","[1667,1903,1539,2095,1078,1603,1667,1539,1142,2095,2223,1667,2031,1731,2095,1142,1967,1078,1539,2031,1603,2159,1667,1411,1539,1014,2095,1078,1078,2095,2095,1475,2095,2159,2287,1142,1078,2031,1078,2159,1967,1475,2031,2159,1539,1667,2159,2159,2095,1142,950,1142,1539,2159,2095,1539,2287,2095,1078,1078,2031,2223,2031,1539]","[1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1]"
0,train_0000,train,3,513,"[1667,1903,1539,2095,1078,1603,1667,1539,1142,2095,2223,1667,2031,1731,2095,1142,1967,1078,1539,2031,1603,2159,1667,1411,1539,1014,2095,1078,1078,2095,2095,1475,2095,2159,2287,1142,1078,2031,1078,2159,1967,1475,2031,2159,1539,1667,2159,2159,2095,1142,950,1142,1539,2159,2095,1539,2287,2095,1078,1078,2031,2223,2031,1539]","[1539,769,1539,769,384,1539,1539,1539,384,769,769,1539,769,1539,769,384,769,384,1539,769,1539,769,1539,1539,1539,384,769,384,384,769,769,1539,769,769,769,384,384,769,384,769,769,1539,769,769,1539,1539,769,769,769,384,384,384,1539,769,769,1539,769,769,384,384,769,769,769,1539]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[2998,2435,2886,2603,1328,2942,2998,2886,1384,2603,2715,2998,2547,3054,2603,1384,2491,1328,2886,2547,2942,2659,2998,2774,2886,1272,2603,1328,1328,2603,2603,2830,2603,2659,2771,1384,1328,2547,1328,2659,2491,2830,2547,2659,2886,2998,2659,2659,2603,1384,1216,1384,2886,2659,2603,2886,2771,2603,1328,1328,2547,2715,2547,2886]","[2998,2435,2886,2603,1328,2942,2998,2886,1384,2603,2715,2998,2547,3054,2603,1384,2491,1328,2886,2547,2942,2659,2998,2774,2886,1272,2603,1328,1328,2603,2603,2830,2603,2659,2771,1384,1328,2547,1328,2659,2491,2830,2547,2659,2886,2998,2659,2659,2603,1384,1216,1384,2886,2659,2603,2886,2771,2603,1328,1328,2547,2715,2547,2886]","[""1"",""0"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""1""]","[0,2435,0,0,1328,0,0,0,1384,0,0,0,2547,0,0,1384,2491,1328,0,2547,0,0,0,0,0,1272,0,1328,1328,0,0,0,0,0,0,1384,1328,2547,1328,0,2491,0,2547,0,0,0,0,0,0,1384,1216,1384,0,0,0,0,0,0,1328,1328,2547,0,2547,0]","[2,0,2,1,0,2,2,2,0,1,1,2,0,2,1,0,0,0,2,0,2,1,2,2,2,0,1,0,0,1,1,2,1,1,1,0,0,0,0,1,0,2,0,1,2,2,1,1,1,0,0,0,2,1,1,2,1,1,0,0,0,1,0,2]"
0,train_0000,train,4,513,"[0,2435,0,0,1328,0,0,0,1384,0,0,0,2547,0,0,1384,2491,1328,0,2547,0,0,0,0,0,1272,0,1328,1328,0,0,0,0,0,0,1384,1328,2547,1328,0,2491,0,2547,0,0,0,0,0,0,1384,1216,1384,0,0,0,0,0,0,1328,1328,2547,0,2547,0]","[1539,769,1539,769,384,1539,1539,1539,384,769,769,1539,769,1539,769,384,769,384,1539,769,1539,769,1539,1539,1539,384,769,384,384,769,769,1539,769,769,769,384,384,769,384,769,769,1539,769,769,1539,1539,769,769,769,384,384,384,1539,769,769,1539,769,769,384,384,769,769,769,1539]","[192,0,128,192,192,256,128,64,128,64,256,64,0,192,64,128,-64,0,128,128,192,128,192,-64,0,128,192,64,192,64,320,-64,192,256,192,256,128,192,0,192,0,0,192,256,-64,128,320,192,320,192,128,128,192,192,128,128,256,128,64,128,192,192,64,256]","[192,0,128,192,192,256,128,64,128,64,256,64,0,192,64,128,-64,0,128,128,192,128,192,-64,0,128,192,64,192,64,320,-64,192,256,192,256,128,192,0,192,0,0,192,256,-64,128,320,192,320,192,128,128,192,192,128,128,256,128,64,128,192,192,64,256]","[1731,2900,1667,961,1738,1795,1667,1603,1723,833,1025,1603,2998,1731,833,1723,2885,1546,1667,3126,1731,897,1731,1475,1539,1625,961,1610,1738,833,1089,1475,961,1025,961,1851,1674,3190,1546,961,2949,1539,3190,1025,1475,1667,1089,961,1089,1787,1576,1723,1731,961,897,1667,1025,897,1610,1674,3190,961,3062,1795]","[1731,2900,1667,961,1738,1795,1667,1603,1723,833,1025,1603,2998,1731,833,1723,2885,1546,1667,3126,1731,897,1731,1475,1539,1625,961,1610,1738,833,1089,1475,961,1025,961,1851,1674,3190,1546,961,2949,1539,3190,1025,1475,1667,1089,961,1089,1787,1576,1723,1731,961,897,1667,1025,897,1610,1674,3190,961,3062,1795]","[""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""0""]","[1731,0,1667,961,1738,1795,1667,1603,1723,833,1025,1603,0,1731,833,1723,0,1546,1667,0,1731,897,1731,1475,1539,1625,961,1610,1738,833,1089,1475,961,1025,961,1851,1674,0,1546,961,0,1539,0,1025,1475,1667,1089,961,1089,1787,1576,1723,1731,961,897,1667,1025,897,1610,1674,0,961,0,1795]","[2,1,2,1,0,2,2,2,0,1,1,2,1,2,1,0,1,0,2,1,2,1,2,2,2,0,1,0,0,1,1,2,1,1,1,0,0,1,0,1,1,2,1,1,2,2,1,1,1,0,0,0,2,1,1,2,1,1,0,0,1,1,1,2]"
0,train_0000,train,5,512,"[1731,0,1667,961,1738,1795,1667,1603,1723,833,1025,1603,0,1731,833,1723,0,1546,1667,0,1731,897,1731,1475,1539,1625,961,1610,1738,833,1089,1475,961,1025,961,1851,1674,0,1546,961,0,1539,0,1025,1475,1667,1089,961,1089,1787,1576,1723,1731,961,897,1667,1025,897,1610,1674,0,961,0,1795]","[1536,768,1536,768,384,1536,1536,1536,384,768,768,1536,768,1536,768,384,768,384,1536,768,1536,768,1536,1536,1536,384,768,384,384,768,768,1536,768,768,768,384,384,768,384,768,768,1536,768,768,1536,1536,768,768,768,384,384,384,1536,768,768,1536,768,768,384,384,768,768,768,1536]","[-64,0,64,0,64,64,64,64,0,128,0,64,0,0,128,-64,64,0,64,-64,0,64,64,0,0,64,-64,0,128,128,0,0,0,0,64,192,128,64,192,0,0,-64,192,0,-64,192,64,-64,128,128,128,0,-192,0,0,64,128,0,64,64,0,-64,64,0]","[-64,0,64,0,64,64,64,64,0,128,0,64,0,0,128,-64,64,0,64,-64,0,64,64,0,0,64,-64,0,128,128,0,0,0,0,64,192,128,64,192,0,0,-64,192,0,-64,192,64,-64,128,128,128,0,-192,0,0,64,128,0,64,64,0,-64,64,0]","[2987,768,3059,1609,1969,3171,3059,3003,1892,1625,1665,3003,768,3051,1625,1828,832,1737,3059,704,3051,1617,3115,2827,2883,1870,1545,1793,2033,1625,1721,2827,1609,1665,1673,2196,1977,832,1929,1609,768,2819,960,1665,2763,3187,1785,1545,1849,2076,1891,1892,2859,1609,1553,3059,1793,1553,1857,1913,768,1545,832,3107]","[2987,768,3059,1609,1969,3171,3059,3003,1892,1625,1665,3003,768,3051,1625,1828,832,1737,3059,704,3051,1617,3115,2827,2883,1870,1545,1793,2033,1625,1721,2827,1609,1665,1673,2196,1977,832,1929,1609,768,2819,960,1665,2763,3187,1785,1545,1849,2076,1891,1892,2859,1609,1553,3059,1793,1553,1857,1913,768,1545,832,3107]","[""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1""]","[0,768,0,1609,1969,0,0,0,1892,1625,1665,0,768,0,1625,1828,832,1737,0,704,0,1617,0,0,0,1870,1545,1793,2033,1625,1721,0,1609,1665,1673,2196,1977,832,1929,1609,768,0,960,1665,0,0,1785,1545,1849,2076,1891,1892,0,1609,1553,0,1793,1553,1857,1913,768,1545,832,0]","[3,1,3,1,0,3,3,3,0,1,1,3,1,3,1,0,1,0,3,1,3,1,3,3,3,0,1,0,0,1,1,3,1,1,1,0,0,1,0,1,1,3,1,1,3,3,1,1,1,0,0,0,3,1,1,3,1,1,0,0,1,1,1,3]"
0,train_0000,train,6,512,"[0,768,0,1609,1969,0,0,0,1892,1625,1665,0,768,0,1625,1828,832,1737,0,704,0,1617,0,0,0,1870,1545,1793,2033,1625,1721,0,1609,1665,1673,2196,1977,832,1929,1609,768,0,960,1665,0,0,1785,1545,1849,2076,1891,1892,0,1609,1553,0,1793,1553,1857,1913,768,1545,832,0]","[1536,768,1536,768,384,1536,1536,1536,384,768,768,1536,768,1536,768,384,768,384,1536,768,1536,768,1536,1536,1536,384,768,384,384,768,768,1536,768,768,768,384,384,768,384,768,768,1536,768,768,1536,1536,768,768,768,384,384,384,1536,768,768,1536,768,768,384,384,768,768,768,1536]","[128,-128,0,64,64,64,128,0,128,64,192,128,0,192,64,128,-64,64,0,0,64,128,128,-128,0,0,64,64,64,64,64,-64,64,128,256,128,64,0,64,128,-64,-64,0,128,0,128,128,128,64,128,-64,128,0,128,64,0,256,64,64,64,0,192,0,0]","[128,-128,0,64,64,64,128,0,128,64,192,128,0,192,64,128,-64,64,0,0,64,128,128,-128,0,0,64,64,64,64,64,-64,64,128,256,128,64,0,64,128,-64,-64,0,128,0,128,128,128,64,128,-64,128,0,128,64,0,256,64,64,64,0,192,0,0]","[1664,1312,1536,2240,2171,1600,1664,1536,2168,2254,2417,1664,1440,1728,2254,2112,1432,1968,1536,1384,1600,2311,1664,1408,1536,2021,2184,2017,2227,2254,2338,1472,2240,2353,2488,2434,2178,1496,2136,2304,1376,1472,1608,2353,1536,1664,2458,2248,2450,2329,1975,2168,1536,2304,2191,1536,2593,2191,2073,2122,1440,2312,1496,1536]","[1664,1312,1536,2240,2171,1600,1664,1536,2168,2254,2417,1664,1440,1728,2254,2112,1432,1968,1536,1384,1600,2311,1664,1408,1536,2021,2184,2017,2227,2254,2338,1472,2240,2353,2488,2434,2178,1496,2136,2304,1376,1472,1608,2353,1536,1664,2458,2248,2450,2329,1975,2168,1536,2304,2191,1536,2593,2191,2073,2122,1440,2312,1496,1536]","[""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0""]","[1664,1312,1536,2240,2171,1600,1664,1536,2168,2254,2417,1664,1440,1728,2254,2112,1432,1968,1536,1384,1600,2311,1664,1408,1536,2021,2184,2017,2227,2254,2338,1472,2240,2353,2488,2434,2178,1496,2136,2304,1376,1472,1608,2353,1536,1664,2458,2248,2450,2329,1975,2168,1536,2304,2191,1536,0,2191,2073,2122,1440,2312,1496,1536]","[3,1,3,1,0,3,3,3,0,1,1,3,1,3,1,0,1,0,3,1,3,1,3,3,3,0,1,0,0,1,1,3,1,1,1,0,0,1,0,1,1,3,1,1,3,3,1,1,1,0,0,0,3,1,1,3,2,1,0,0,1,1,1,3]"
0,train_0000,train,7,513,"[1664,1312,1536,2240,2171,1600,1664,1536,2168,2254,2417,1664,1440,1728,2254,2112,1432,1968,1536,1384,1600,2311,1664,1408,1536,2021,2184,2017,2227,2254,2338,1472,2240,2353,2488,2434,2178,1496,2136,2304,1376,1472,1608,2353,1536,1664,2458,2248,2450,2329,1975,2168,1536,2304,2191,1536,0,2191,2073,2122,1440,2312,1496,1536]","[1539,769,1539,769,384,1539,1539,1539,384,769,769,1539,769,1539,769,384,769,384,1539,769,1539,769,1539,1539,1539,384,769,384,384,769,769,1539,769,769,769,384,384,769,384,769,769,1539,769,769,1539,1539,769,769,769,384,384,384,1539,769,769,1539,769,769,384,384,769,769,769,1539]","[0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,64,0]","[0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,64,0]","[2995,1917,2883,2729,2284,2939,2995,2883,2345,2742,2884,2995,2029,3051,2742,2232,2022,2106,2883,1980,2939,2792,2995,2771,2883,2217,2680,2149,2333,2742,2815,2827,2729,2892,2946,2514,2290,2078,2253,2785,1973,2827,2176,2892,2883,2995,2920,2736,2913,2422,2177,2281,2883,2785,2687,2883,769,2687,2198,2241,2029,2792,2142,2883]","[2995,1917,2883,2729,2284,2939,2995,2883,2345,2742,2884,2995,2029,3051,2742,2232,2022,2106,2883,1980,2939,2792,2995,2771,2883,2217,2680,2149,2333,2742,2815,2827,2729,2892,2946,2514,2290,2078,2253,2785,1973,2827,2176,2892,2883,2995,2920,2736,2913,2422,2177,2281,2883,2785,2687,2883,769,2687,2198,2241,2029,2792,2142,2883]","[""1"",""0"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""1"",""0"",""1""]","[0,1917,0,0,2284,0,0,0,2345,0,0,0,2029,0,0,2232,2022,2106,0,1980,0,0,0,0,0,2217,0,2149,2333,0,0,0,0,0,0,2514,2290,2078,2253,0,1973,0,2176,0,0,0,0,0,0,2422,2177,2281,0,0,0,0,769,0,2198,2241,2029,0,2142,0]","[4,1,4,2,0,4,4,4,0,2,2,4,1,4,2,0,1,0,4,1,4,2,4,4,4,0,2,0,0,2,2,4,2,2,2,0,0,1,0,2,1,4,1,2,4,4,2,2,2,0,0,0,4,2,2,4,2,2,0,0,1,2,1,4]"
0,train_0000,train,8,512,"[0,1917,0,0,2284,0,0,0,2345,0,0,0,2029,0,0,2232,2022,2106,0,1980,0,0,0,0,0,2217,0,2149,2333,0,0,0,0,0,0,2514,2290,2078,2253,0,1973,0,2176,0,0,0,0,0,0,2422,2177,2281,0,0,0,0,769,0,2198,2241,2029,0,2142,0]","[1536,768,1536,768,384,1536,1536,1536,384,768,768,1536,768,1536,768,384,768,384,1536,768,1536,768,1536,1536,1536,384,768,384,384,768,768,1536,768,768,768,384,384,768,384,768,768,1536,768,768,1536,1536,768,768,768,384,384,384,1536,768,768,1536,768,768,384,384,768,768,768,1536]","[192,0,128,192,192,256,128,64,64,64,256,64,0,192,64,128,-64,0,128,128,192,128,192,-64,0,64,192,64,192,64,320,-64,192,192,192,256,128,192,0,192,0,0,192,192,-64,128,320,192,320,192,64,128,192,192,128,128,256,128,64,128,192,192,0,256]","[192,0,128,192,192,256,128,64,64,64,256,64,0,192,64,128,-64,0,128,128,192,128,192,-64,0,64,192,64,192,64,320,-64,192,192,192,256,128,192,0,192,0,0,192,192,-64,128,320,192,320,192,64,128,192,192,128,128,256,128,64,128,192,192,0,256]","[1728,2446,1664,960,2575,1792,1664,1600,2500,832,1024,1600,2544,1728,832,2465,2474,2227,1664,2629,1728,896,1728,1472,1536,2388,960,2329,2618,832,1088,1472,960,960,960,2840,2516,2779,2356,960,2495,1536,2864,960,1472,1664,1088,960,1088,2696,2353,2508,1728,960,896,1664,1697,896,2372,2473,2736,960,2643,1792]","[1728,2446,1664,960,2575,1792,1664,1600,2500,832,1024,1600,2544,1728,832,2465,2474,2227,1664,2629,1728,896,1728,1472,1536,2388,960,2329,2618,832,1088,1472,960,960,960,2840,2516,2779,2356,960,2495,1536,2864,960,1472,1664,1088,960,1088,2696,2353,2508,1728,960,896,1664,1697,896,2372,2473,2736,960,2643,1792]","[""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""0""]","[1728,2446,1664,960,0,1792,1664,1600,2500,832,1024,1600,2544,1728,832,2465,2474,2227,1664,0,1728,896,1728,1472,1536,2388,960,2329,0,832,1088,1472,960,960,960,0,2516,0,2356,960,2495,1536,0,960,1472,1664,1088,960,1088,0,2353,2508,1728,960,896,1664,1697,896,2372,2473,0,960,0,1792]","[4,1,4,2,1,4,4,4,0,2,2,4,1,4,2,0,1,0,4,2,4,2,4,4,4,0,2,0,1,2,2,4,2,2,2,1,0,2,0,2,1,4,2,2,4,4,2,2,2,1,0,0,4,2,2,4,2,2,0,0,2,2,2,4]"
