value_sequence,finalLabel,original_index,original_len,generated_window_id,new_len
0.51136929 0.50354407 0.51433459 0.51355600 0.51386100 0.52316900 0.54575200 0.56421500 0.55506000 0.51004600 0.46762700 0.45130000 0.48029200 0.50150100 0.51035100 0.51567492 0.51992160 0.51835793 0.50191982 0.52016036,1,1410,12,6,20
0.50635555 0.50412946 0.51866958 0.51355600 0.51386100 0.52316900 0.54575200 0.56421500 0.55506000 0.51004600 0.46762700 0.45130000 0.48029200 0.50150100 0.51035100 0.51863678 0.51953289 0.51698508 0.50432694 0.50328780,1,1410,12,7,20
0.51523983 0.51329349 0.50552981 0.51283347 0.51493898 0.51355600 0.51386100 0.52316900 0.54575200 0.56421500 0.55506000 0.51004600 0.46762700 0.45130000 0.48029200 0.50150100 0.51035100 0.51490241 0.50859943 0.50664284,1,1410,12,8,20
0.51355600 0.51386100 0.52316900 0.54575200 0.56421500 0.55506000 0.51004600 0.46762700 0.45130000 0.48029200 0.50150100 0.51035100 0.51373318 0.51411175 0.50566452 0.50054865 0.51944935 0.51556243 0.50424933 0.51169150,1,1410,12,9,20
0.51123000 0.49932800 0.49444500 0.49459800 0.50436400 0.49612400 0.49322500 0.49993800 0.49398800 0.49810700 0.49765000 0.49963300 0.49978600 0.50009100 0.49978600 0.50009100 0.49978600 0.49993800 0.50054900 0.49993800,0,1411,20,0,20
0.49993800 0.50054900 0.49948100 0.49932800 0.50009100 0.50024400 0.49963300 0.50054900 0.49993800 0.50100700 0.50039600 0.50024400 0.50024400 0.50009100 0.50115900 0.50085400 0.50085400 0.50085400 0.50054900 0.50177000,0,1412,20,0,20
0.49631300 0.53034000 0.56894500 0.60114100 0.60404000 0.56558800 0.49204100 0.43298900 0.42398700 0.45038400 0.48441100 0.50394300 0.49640378 0.49772751 0.51314916 0.50410448 0.49772318 0.50994143 0.50334982 0.50673307,1,1413,12,0,20
0.49229290 0.48753628 0.48966130 0.50570397 0.49876654 0.49631300 0.53034000 0.56894500 0.60114100 0.60404000 0.56558800 0.49204100 0.43298900 0.42398700 0.45038400 0.48441100 0.50394300 0.51061692 0.49429793 0.50929412,1,1413,12,1,20
0.49959478 0.49349801 0.49871255 0.48709388 0.48729179 0.50224566 0.48885769 0.48666436 0.49631300 0.53034000 0.56894500 0.60114100 0.60404000 0.56558800 0.49204100 0.43298900 0.42398700 0.45038400 0.48441100 0.50394300,1,1413,12,2,20
0.50450130 0.49165821 0.49794849 0.50304136 0.49631300 0.53034000 0.56894500 0.60114100 0.60404000 0.56558800 0.49204100 0.43298900 0.42398700 0.45038400 0.48441100 0.50394300 0.50889993 0.49480405 0.50517159 0.50478555,1,1413,12,3,20
0.50134686 0.50552468 0.48930877 0.49631300 0.53034000 0.56894500 0.60114100 0.60404000 0.56558800 0.49204100 0.43298900 0.42398700 0.45038400 0.48441100 0.50394300 0.49679152 0.50867474 0.50302414 0.50989394 0.49670794,1,1413,12,4,20
0.48717801 0.50024249 0.50613426 0.49631300 0.53034000 0.56894500 0.60114100 0.60404000 0.56558800 0.49204100 0.43298900 0.42398700 0.45038400 0.48441100 0.50394300 0.49577506 0.51128722 0.50163070 0.49420258 0.50414502,1,1413,12,5,20
0.50015254 0.49210090 0.49594970 0.49036847 0.50282665 0.50475889 0.49439397 0.49529814 0.49631300 0.53034000 0.56894500 0.60114100 0.60404000 0.56558800 0.49204100 0.43298900 0.42398700 0.45038400 0.48441100 0.50394300,1,1413,12,6,20
0.50589549 0.48920809 0.49631300 0.53034000 0.56894500 0.60114100 0.60404000 0.56558800 0.49204100 0.43298900 0.42398700 0.45038400 0.48441100 0.50394300 0.51016407 0.50529918 0.51161774 0.49975883 0.49983401 0.50043193,1,1413,12,7,20
0.48975954 0.50613179 0.49132900 0.48678214 0.49191647 0.49449431 0.49631300 0.53034000 0.56894500 0.60114100 0.60404000 0.56558800 0.49204100 0.43298900 0.42398700 0.45038400 0.48441100 0.50394300 0.50490628 0.49524627,1,1413,12,8,20
0.49631300 0.53034000 0.56894500 0.60114100 0.60404000 0.56558800 0.49204100 0.43298900 0.42398700 0.45038400 0.48441100 0.50394300 0.50979738 0.51050436 0.49816097 0.50995843 0.50114968 0.50239308 0.51273959 0.51184290,1,1413,12,9,20
0.51004600 0.50974100 0.51004600 0.51019900 0.51004600 0.50974100 0.50974100 0.51004600 0.50989400 0.50974100 0.51035100 0.50989400 0.51080900 0.51019900 0.51019900 0.50989400 0.50928300 0.51019900 0.50989400 0.51035100,0,1414,20,0,20
0.50527900 0.50588900 0.50482100 0.50604200 0.50588900 0.50573700 0.50543200 0.50512600 0.50573700 0.50497400 0.50604200 0.50543200 0.50573700 0.50451600 0.50512600 0.50497400 0.50543200 0.50558400 0.50512600 0.50466900,0,1415,20,0,20
0.51416600 0.51019900 0.50989400 0.50852000 0.51172500 0.51401300 0.51172500 0.51004600 0.51141900 0.51203000 0.51157200 0.51172500 0.51141900 0.51141900 0.51141900 0.51141900 0.51172500 0.51126700 0.51126700 0.51172500,0,1416,20,0,20
0.50090100 0.50746100 0.51814100 0.53462100 0.55247100 0.57292100 0.57872100 0.58147100 0.58513100 0.56606100 0.53889100 0.50533100 0.47023100 0.43681100 0.41347100 0.40538100 0.40019100 0.40492100 0.41667100 0.42995100,1,1417,24,0,20
0.50746100 0.51814100 0.53462100 0.55247100 0.57292100 0.57872100 0.58147100 0.58513100 0.56606100 0.53889100 0.50533100 0.47023100 0.43681100 0.41347100 0.40538100 0.40019100 0.40492100 0.41667100 0.42995100 0.45146100,1,1417,24,1,20
0.51814100 0.53462100 0.55247100 0.57292100 0.57872100 0.58147100 0.58513100 0.56606100 0.53889100 0.50533100 0.47023100 0.43681100 0.41347100 0.40538100 0.40019100 0.40492100 0.41667100 0.42995100 0.45146100 0.47374100,1,1417,24,2,20
0.53462100 0.55247100 0.57292100 0.57872100 0.58147100 0.58513100 0.56606100 0.53889100 0.50533100 0.47023100 0.43681100 0.41347100 0.40538100 0.40019100 0.40492100 0.41667100 0.42995100 0.45146100 0.47374100 0.46764100,1,1417,24,3,20
0.55247100 0.57292100 0.57872100 0.58147100 0.58513100 0.56606100 0.53889100 0.50533100 0.47023100 0.43681100 0.41347100 0.40538100 0.40019100 0.40492100 0.41667100 0.42995100 0.45146100 0.47374100 0.46764100 0.48701100,1,1417,24,4,20
0.51523400 0.51386100 0.50531600 0.50821500 0.52118500 0.50760500 0.51126700 0.50699400 0.50943600 0.50928300 0.51264000 0.50989400 0.50653700 0.51111400 0.51126700 0.51096200 0.50913100 0.51019900 0.51050400 0.51050400,0,1418,20,0,20
0.51080900 0.51080900 0.51080900 0.51080900 0.51080900 0.51080900 0.51096200 0.51080900 0.51080900 0.51111400 0.51065700 0.51080900 0.51080900 0.51096200 0.51050400 0.51080900 0.51080900 0.51065700 0.51065700 0.51111400,0,1419,20,0,20
0.49931442 0.49528630 0.49986041 0.49955200 0.50519700 0.51984600 0.54456500 0.56226500 0.56516400 0.54990600 0.51526800 0.47147500 0.44065300 0.42920900 0.43332800 0.45286000 0.47437500 0.48795500 0.49150551 0.48000461,1,1420,15,0,20
0.50794130 0.50392556 0.49955200 0.50519700 0.51984600 0.54456500 0.56226500 0.56516400 0.54990600 0.51526800 0.47147500 0.44065300 0.42920900 0.43332800 0.45286000 0.47437500 0.48795500 0.48008434 0.49515700 0.49271125,1,1420,15,1,20
0.49998028 0.50674816 0.50890612 0.49517747 0.49955200 0.50519700 0.51984600 0.54456500 0.56226500 0.56516400 0.54990600 0.51526800 0.47147500 0.44065300 0.42920900 0.43332800 0.45286000 0.47437500 0.48795500 0.49089362,1,1420,15,2,20
0.50675048 0.49955200 0.50519700 0.51984600 0.54456500 0.56226500 0.56516400 0.54990600 0.51526800 0.47147500 0.44065300 0.42920900 0.43332800 0.45286000 0.47437500 0.48795500 0.49748314 0.47957620 0.48802569 0.49524828,1,1420,15,3,20
0.49829783 0.50123447 0.50008133 0.49955200 0.50519700 0.51984600 0.54456500 0.56226500 0.56516400 0.54990600 0.51526800 0.47147500 0.44065300 0.42920900 0.43332800 0.45286000 0.47437500 0.48795500 0.49249830 0.47947477,1,1420,15,4,20
0.49955200 0.50519700 0.51984600 0.54456500 0.56226500 0.56516400 0.54990600 0.51526800 0.47147500 0.44065300 0.42920900 0.43332800 0.45286000 0.47437500 0.48795500 0.49352582 0.48372288 0.49428337 0.48638355 0.47903359,1,1420,15,5,20
0.50515796 0.49651105 0.49495667 0.50132968 0.49955200 0.50519700 0.51984600 0.54456500 0.56226500 0.56516400 0.54990600 0.51526800 0.47147500 0.44065300 0.42920900 0.43332800 0.45286000 0.47437500 0.48795500 0.49746611,1,1420,15,6,20
0.49535910 0.50850939 0.49616278 0.50363030 0.49718881 0.49955200 0.50519700 0.51984600 0.54456500 0.56226500 0.56516400 0.54990600 0.51526800 0.47147500 0.44065300 0.42920900 0.43332800 0.45286000 0.47437500 0.48795500,1,1420,15,7,20
0.50826797 0.49283658 0.50843786 0.49955200 0.50519700 0.51984600 0.54456500 0.56226500 0.56516400 0.54990600 0.51526800 0.47147500 0.44065300 0.42920900 0.43332800 0.45286000 0.47437500 0.48795500 0.48021226 0.48340623,1,1420,15,8,20
0.49955200 0.50519700 0.51984600 0.54456500 0.56226500 0.56516400 0.54990600 0.51526800 0.47147500 0.44065300 0.42920900 0.43332800 0.45286000 0.47437500 0.48795500 0.49617067 0.49104943 0.48189428 0.48975250 0.48171681,1,1420,15,9,20
0.51270942 0.52273289 0.51299438 0.52618394 0.53121238 0.52902514 0.51943211 0.51661641 0.52211100 0.52913100 0.54881100 0.57491100 0.58345100 0.56316100 0.52043100 0.47679100 0.45818100 0.46886100 0.49419100 0.51128100,1,1421,12,0,20
0.51419637 0.52991393 0.51336270 0.52480153 0.51933896 0.53246505 0.52229527 0.52211100 0.52913100 0.54881100 0.57491100 0.58345100 0.56316100 0.52043100 0.47679100 0.45818100 0.46886100 0.49419100 0.51128100 0.51227884,1,1421,12,1,20
0.52211100 0.52913100 0.54881100 0.57491100 0.58345100 0.56316100 0.52043100 0.47679100 0.45818100 0.46886100 0.49419100 0.51128100 0.52088566 0.51299147 0.51733829 0.51403715 0.50979625 0.50222755 0.51573413 0.51537662,1,1421,12,2,20
0.51410604 0.51647364 0.52695887 0.51479543 0.52609857 0.52666333 0.51904817 0.51706076 0.52211100 0.52913100 0.54881100 0.57491100 0.58345100 0.56316100 0.52043100 0.47679100 0.45818100 0.46886100 0.49419100 0.51128100,1,1421,12,3,20
0.51917040 0.52434605 0.52720364 0.52966600 0.51229515 0.52684240 0.51823038 0.52211100 0.52913100 0.54881100 0.57491100 0.58345100 0.56316100 0.52043100 0.47679100 0.45818100 0.46886100 0.49419100 0.51128100 0.51820665,1,1421,12,4,20
0.51325009 0.52317975 0.52312752 0.52211100 0.52913100 0.54881100 0.57491100 0.58345100 0.56316100 0.52043100 0.47679100 0.45818100 0.46886100 0.49419100 0.51128100 0.50773294 0.52089935 0.50324209 0.50384487 0.51423129,1,1421,12,5,20
0.51719203 0.52211100 0.52913100 0.54881100 0.57491100 0.58345100 0.56316100 0.52043100 0.47679100 0.45818100 0.46886100 0.49419100 0.51128100 0.50727812 0.50426670 0.51880223 0.51270275 0.50606255 0.50910132 0.51959821,1,1421,12,6,20
0.53018996 0.51311203 0.52532930 0.51486350 0.52211100 0.52913100 0.54881100 0.57491100 0.58345100 0.56316100 0.52043100 0.47679100 0.45818100 0.46886100 0.49419100 0.51128100 0.50536821 0.51872950 0.51936313 0.50274653,1,1421,12,7,20
0.52688296 0.52786906 0.52211100 0.52913100 0.54881100 0.57491100 0.58345100 0.56316100 0.52043100 0.47679100 0.45818100 0.46886100 0.49419100 0.51128100 0.51724899 0.51142893 0.52042082 0.50515298 0.51138254 0.50757018,1,1421,12,8,20
0.52884480 0.51339594 0.52072591 0.52782243 0.51819185 0.51669099 0.51715197 0.52211100 0.52913100 0.54881100 0.57491100 0.58345100 0.56316100 0.52043100 0.47679100 0.45818100 0.46886100 0.49419100 0.51128100 0.51564918,1,1421,12,9,20
0.51096200 0.51080900 0.51080900 0.51111400 0.51065700 0.51080900 0.51080900 0.51096200 0.51050400 0.51080900 0.51080900 0.51065700 0.51065700 0.51111400 0.51080900 0.51080900 0.51096200 0.51080900 0.51050400 0.51080900,0,1422,20,0,20
0.50146400 0.50177000 0.50238000 0.50360100 0.50207500 0.50207500 0.50085400 0.50207500 0.50177000 0.50070100 0.49765000 0.49627600 0.49017300 0.50131200 0.49993800 0.49841300 0.50054900 0.50283800 0.49948100 0.50711000,0,1423,20,0,20
0.49251100 0.50700100 0.50594100 0.51921100 0.54622100 0.57231100 0.59001100 0.59215100 0.58665100 0.58330100 0.51723100 0.47160100 0.42003100 0.39500100 0.38890100 0.38966100 0.40492100 0.42567100 0.47145100 0.47313100,1,1424,21,0,20
0.50700100 0.50594100 0.51921100 0.54622100 0.57231100 0.59001100 0.59215100 0.58665100 0.58330100 0.51723100 0.47160100 0.42003100 0.39500100 0.38890100 0.38966100 0.40492100 0.42567100 0.47145100 0.47313100 0.48488100,1,1424,21,1,20
0.50558400 0.50588900 0.50588900 0.50634700 0.50558400 0.50665200 0.50680500 0.50634700 0.50665200 0.50619500 0.50665200 0.50604200 0.50619500 0.50619500 0.50695800 0.50588900 0.50604200 0.50619500 0.50680500 0.50665200,0,1425,20,0,20
0.50115900 0.50329500 0.50207500 0.50405800 0.50436400 0.50390600 0.50375300 0.50375300 0.50405800 0.50314300 0.50421100 0.50360100 0.50375300 0.50360100 0.50421100 0.50360100 0.50360100 0.50405800 0.50375300 0.50421100,0,1426,20,0,20
0.50115900 0.50100700 0.50054900 0.50054900 0.50085400 0.50146400 0.50070100 0.50039600 0.50009100 0.50054900 0.49963300 0.50054900 0.50054900 0.50085400 0.50039600 0.50009100 0.49993800 0.49932800 0.50054900 0.50009100,0,1427,20,0,20
0.50375300 0.50405800 0.50314300 0.50421100 0.50360100 0.50375300 0.50360100 0.50421100 0.50360100 0.50360100 0.50405800 0.50375300 0.50421100 0.50329500 0.50405800 0.50344800 0.50390600 0.50466900 0.50405800 0.50405800,0,1428,20,0,20
0.49944324 0.50231091 0.50139500 0.50261600 0.50841400 0.51482300 0.54839200 0.55419100 0.57555300 0.57097500 0.54137300 0.49544400 0.45287200 0.43273100 0.42876400 0.44234400 0.46752100 0.48766200 0.49773300 0.50170100,1,1429,18,0,20
0.50139500 0.50261600 0.50841400 0.51482300 0.54839200 0.55419100 0.57555300 0.57097500 0.54137300 0.49544400 0.45287200 0.43273100 0.42876400 0.44234400 0.46752100 0.48766200 0.49773300 0.50170100 0.51054619 0.50760798,1,1429,18,1,20
0.50907806 0.50139500 0.50261600 0.50841400 0.51482300 0.54839200 0.55419100 0.57555300 0.57097500 0.54137300 0.49544400 0.45287200 0.43273100 0.42876400 0.44234400 0.46752100 0.48766200 0.49773300 0.50170100 0.50861981,1,1429,18,2,20
0.50139500 0.50261600 0.50841400 0.51482300 0.54839200 0.55419100 0.57555300 0.57097500 0.54137300 0.49544400 0.45287200 0.43273100 0.42876400 0.44234400 0.46752100 0.48766200 0.49773300 0.50170100 0.50662218 0.50204027,1,1429,18,3,20
0.50563691 0.50139500 0.50261600 0.50841400 0.51482300 0.54839200 0.55419100 0.57555300 0.57097500 0.54137300 0.49544400 0.45287200 0.43273100 0.42876400 0.44234400 0.46752100 0.48766200 0.49773300 0.50170100 0.50206909,1,1429,18,4,20
0.50139500 0.50261600 0.50841400 0.51482300 0.54839200 0.55419100 0.57555300 0.57097500 0.54137300 0.49544400 0.45287200 0.43273100 0.42876400 0.44234400 0.46752100 0.48766200 0.49773300 0.50170100 0.49788356 0.49186642,1,1429,18,5,20
0.50139500 0.50261600 0.50841400 0.51482300 0.54839200 0.55419100 0.57555300 0.57097500 0.54137300 0.49544400 0.45287200 0.43273100 0.42876400 0.44234400 0.46752100 0.48766200 0.49773300 0.50170100 0.50382199 0.49392075,1,1429,18,6,20
0.50139500 0.50261600 0.50841400 0.51482300 0.54839200 0.55419100 0.57555300 0.57097500 0.54137300 0.49544400 0.45287200 0.43273100 0.42876400 0.44234400 0.46752100 0.48766200 0.49773300 0.50170100 0.50481995 0.50811619,1,1429,18,7,20
0.49301139 0.49416887 0.50139500 0.50261600 0.50841400 0.51482300 0.54839200 0.55419100 0.57555300 0.57097500 0.54137300 0.49544400 0.45287200 0.43273100 0.42876400 0.44234400 0.46752100 0.48766200 0.49773300 0.50170100,1,1429,18,8,20
0.50139500 0.50261600 0.50841400 0.51482300 0.54839200 0.55419100 0.57555300 0.57097500 0.54137300 0.49544400 0.45287200 0.43273100 0.42876400 0.44234400 0.46752100 0.48766200 0.49773300 0.50170100 0.49884951 0.50799101,1,1429,18,9,20
0.50680500 0.50665200 0.50741500 0.50726300 0.50695800 0.50695800 0.50665200 0.50695800 0.50756800 0.50711000 0.50756800 0.50665200 0.50817800 0.50878900 0.48895200 0.50909400 0.49642900 0.50512600 0.50360100 0.50741500,0,1430,20,0,20
0.50695800 0.50695800 0.50665200 0.50695800 0.50756800 0.50711000 0.50756800 0.50665200 0.50817800 0.50878900 0.48895200 0.50909400 0.49642900 0.50512600 0.50360100 0.50741500 0.50604200 0.50711000 0.52099600 0.50573700,0,1431,20,0,20
0.51080900 0.51080900 0.51080900 0.51080900 0.51065700 0.51080900 0.51080900 0.51050400 0.51050400 0.51080900 0.51065700 0.51065700 0.51050400 0.51080900 0.51035100 0.51050400 0.51065700 0.51035100 0.51080900 0.51050400,0,1432,20,0,20
0.51050400 0.51325000 0.51004600 0.50409500 0.51050400 0.49417700 0.50913100 0.51615000 0.50852000 0.50806300 0.51203000 0.51096200 0.51096200 0.51080900 0.51096200 0.51080900 0.51080900 0.51080900 0.51080900 0.51065700,0,1433,20,0,20
0.51187019 0.51442349 0.49844542 0.50837808 0.50444700 0.50749900 0.51573900 0.52992900 0.54274700 0.54747700 0.53496500 0.50734600 0.47576100 0.45790800 0.45577200 0.46675800 0.48323700 0.49498700 0.50093800 0.50026708,1,1434,15,0,20
0.50431540 0.50092760 0.50126923 0.50444700 0.50749900 0.51573900 0.52992900 0.54274700 0.54747700 0.53496500 0.50734600 0.47576100 0.45790800 0.45577200 0.46675800 0.48323700 0.49498700 0.50093800 0.50447025 0.50335859,1,1434,15,1,20
0.49675077 0.50602574 0.50927751 0.50444700 0.50749900 0.51573900 0.52992900 0.54274700 0.54747700 0.53496500 0.50734600 0.47576100 0.45790800 0.45577200 0.46675800 0.48323700 0.49498700 0.50093800 0.50211264 0.49099239,1,1434,15,2,20
0.50005459 0.50444700 0.50749900 0.51573900 0.52992900 0.54274700 0.54747700 0.53496500 0.50734600 0.47576100 0.45790800 0.45577200 0.46675800 0.48323700 0.49498700 0.50093800 0.50652004 0.50579806 0.49112784 0.50034281,1,1434,15,3,20
0.50751972 0.49687989 0.50444700 0.50749900 0.51573900 0.52992900 0.54274700 0.54747700 0.53496500 0.50734600 0.47576100 0.45790800 0.45577200 0.46675800 0.48323700 0.49498700 0.50093800 0.50337086 0.50989313 0.49836818,1,1434,15,4,20
0.50116520 0.49492856 0.50444700 0.50749900 0.51573900 0.52992900 0.54274700 0.54747700 0.53496500 0.50734600 0.47576100 0.45790800 0.45577200 0.46675800 0.48323700 0.49498700 0.50093800 0.49206929 0.50958564 0.51046588,1,1434,15,5,20
0.51253187 0.49786820 0.50568509 0.50804151 0.50160310 0.50444700 0.50749900 0.51573900 0.52992900 0.54274700 0.54747700 0.53496500 0.50734600 0.47576100 0.45790800 0.45577200 0.46675800 0.48323700 0.49498700 0.50093800,1,1434,15,6,20
0.50444700 0.50749900 0.51573900 0.52992900 0.54274700 0.54747700 0.53496500 0.50734600 0.47576100 0.45790800 0.45577200 0.46675800 0.48323700 0.49498700 0.50093800 0.50151885 0.50349363 0.49480504 0.51084168 0.49500453,1,1434,15,7,20
0.51341172 0.50301695 0.50240136 0.49992052 0.50444700 0.50749900 0.51573900 0.52992900 0.54274700 0.54747700 0.53496500 0.50734600 0.47576100 0.45790800 0.45577200 0.46675800 0.48323700 0.49498700 0.50093800 0.49143685,1,1434,15,8,20
0.50444700 0.50749900 0.51573900 0.52992900 0.54274700 0.54747700 0.53496500 0.50734600 0.47576100 0.45790800 0.45577200 0.46675800 0.48323700 0.49498700 0.50093800 0.49622053 0.49880000 0.50134535 0.50008930 0.50853295,1,1434,15,9,20
0.53355100 0.55156100 0.57826100 0.59154100 0.60680100 0.60542100 0.61931100 0.61946100 0.58086100 0.54027100 0.49922100 0.45375100 0.41515100 0.40385100 0.40111100 0.40416100 0.40630100 0.41484100 0.43742100 0.45970100,1,1435,21,0,20
0.55156100 0.57826100 0.59154100 0.60680100 0.60542100 0.61931100 0.61946100 0.58086100 0.54027100 0.49922100 0.45375100 0.41515100 0.40385100 0.40111100 0.40416100 0.40630100 0.41484100 0.43742100 0.45970100 0.48030100,1,1435,21,1,20
0.49951800 0.51141900 0.51141900 0.51141900 0.51111400 0.51111400 0.51157200 0.51126700 0.51157200 0.51126700 0.51126700 0.51141900 0.51111400 0.51111400 0.51111400 0.51111400 0.51141900 0.51096200 0.51111400 0.51126700,0,1436,20,0,20
0.49515982 0.50797718 0.50608928 0.50734031 0.50292478 0.49278782 0.49272709 0.49880800 0.50445400 0.52184900 0.54382100 0.55358700 0.54260100 0.50109700 0.45944000 0.44158800 0.44708100 0.46996900 0.48827900 0.49626044,1,1437,12,0,20
0.49894857 0.50659873 0.50320844 0.49307195 0.49650869 0.50814220 0.48922256 0.50308945 0.49880800 0.50445400 0.52184900 0.54382100 0.55358700 0.54260100 0.50109700 0.45944000 0.44158800 0.44708100 0.46996900 0.48827900,1,1437,12,1,20
0.49090981 0.49425873 0.49974602 0.50566691 0.49893793 0.49002092 0.49136946 0.49633278 0.49880800 0.50445400 0.52184900 0.54382100 0.55358700 0.54260100 0.50109700 0.45944000 0.44158800 0.44708100 0.46996900 0.48827900,1,1437,12,2,20
0.49526727 0.49321494 0.50559436 0.48936819 0.50537918 0.50722150 0.50140402 0.50130903 0.49880800 0.50445400 0.52184900 0.54382100 0.55358700 0.54260100 0.50109700 0.45944000 0.44158800 0.44708100 0.46996900 0.48827900,1,1437,12,3,20
0.50017110 0.49631744 0.49340191 0.50047062 0.48885559 0.49434692 0.50192140 0.49880800 0.50445400 0.52184900 0.54382100 0.55358700 0.54260100 0.50109700 0.45944000 0.44158800 0.44708100 0.46996900 0.48827900 0.48740089,1,1437,12,4,20
0.49173771 0.49880800 0.50445400 0.52184900 0.54382100 0.55358700 0.54260100 0.50109700 0.45944000 0.44158800 0.44708100 0.46996900 0.48827900 0.47853916 0.48379541 0.48923719 0.48895371 0.48107341 0.49049964 0.49802357,1,1437,12,5,20
0.49935945 0.50125482 0.50638332 0.50770672 0.48965055 0.49292194 0.49114160 0.50424209 0.49880800 0.50445400 0.52184900 0.54382100 0.55358700 0.54260100 0.50109700 0.45944000 0.44158800 0.44708100 0.46996900 0.48827900,1,1437,12,6,20
0.48974092 0.50684150 0.48924197 0.50085405 0.49433022 0.49880800 0.50445400 0.52184900 0.54382100 0.55358700 0.54260100 0.50109700 0.45944000 0.44158800 0.44708100 0.46996900 0.48827900 0.48770407 0.48714396 0.49314017,1,1437,12,7,20
0.49723617 0.50340256 0.50730384 0.50467243 0.50353105 0.49856303 0.50679323 0.49880800 0.50445400 0.52184900 0.54382100 0.55358700 0.54260100 0.50109700 0.45944000 0.44158800 0.44708100 0.46996900 0.48827900 0.48801169,1,1437,12,8,20
0.50739320 0.50485200 0.49182988 0.48976944 0.49880800 0.50445400 0.52184900 0.54382100 0.55358700 0.54260100 0.50109700 0.45944000 0.44158800 0.44708100 0.46996900 0.48827900 0.49298319 0.49190865 0.49027291 0.49758051,1,1437,12,9,20
0.50207500 0.50207500 0.50085400 0.50207500 0.50177000 0.50070100 0.49765000 0.49627600 0.49017300 0.50131200 0.49993800 0.49841300 0.50054900 0.50283800 0.49948100 0.50711000 0.51412900 0.50161700 0.49932800 0.50039600,0,1438,20,0,20
0.50009100 0.50024400 0.49963300 0.50054900 0.49993800 0.50100700 0.50039600 0.50024400 0.50024400 0.50009100 0.50115900 0.50085400 0.50085400 0.50085400 0.50054900 0.50177000 0.50360100 0.49627600 0.49627600 0.50421100,0,1439,20,0,20
0.50268500 0.50299000 0.50238000 0.50222700 0.50177000 0.50238000 0.50177000 0.50268500 0.50207500 0.50207500 0.50161700 0.50146400 0.50161700 0.50115900 0.50192200 0.50131200 0.50192200 0.50054900 0.50329500 0.50146400,0,1440,20,0,20
0.50497400 0.50543200 0.50543200 0.50558400 0.50634700 0.50588900 0.50634700 0.50573700 0.50619500 0.50543200 0.50604200 0.50588900 0.50558400 0.50588900 0.50588900 0.50634700 0.50558400 0.50665200 0.50680500 0.50634700,0,1441,20,0,20
0.49663001 0.49967000 0.50165400 0.51141900 0.52973000 0.54682000 0.55673800 0.55048200 0.52622000 0.49097300 0.45694600 0.43527800 0.43329400 0.45603000 0.47846000 0.49112500 0.49616100 0.49585500 0.49714355 0.48650142,1,1442,17,0,20
0.50125424 0.50771329 0.49967000 0.50165400 0.51141900 0.52973000 0.54682000 0.55673800 0.55048200 0.52622000 0.49097300 0.45694600 0.43527800 0.43329400 0.45603000 0.47846000 0.49112500 0.49616100 0.49585500 0.48602378,1,1442,17,1,20
0.50570459 0.49967000 0.50165400 0.51141900 0.52973000 0.54682000 0.55673800 0.55048200 0.52622000 0.49097300 0.45694600 0.43527800 0.43329400 0.45603000 0.47846000 0.49112500 0.49616100 0.49585500 0.48804237 0.50273411,1,1442,17,2,20
0.50493743 0.49949105 0.49457764 0.49967000 0.50165400 0.51141900 0.52973000 0.54682000 0.55673800 0.55048200 0.52622000 0.49097300 0.45694600 0.43527800 0.43329400 0.45603000 0.47846000 0.49112500 0.49616100 0.49585500,1,1442,17,3,20
0.49967000 0.50165400 0.51141900 0.52973000 0.54682000 0.55673800 0.55048200 0.52622000 0.49097300 0.45694600 0.43527800 0.43329400 0.45603000 0.47846000 0.49112500 0.49616100 0.49585500 0.49808188 0.49082314 0.49239107,1,1442,17,4,20
0.50828108 0.49967000 0.50165400 0.51141900 0.52973000 0.54682000 0.55673800 0.55048200 0.52622000 0.49097300 0.45694600 0.43527800 0.43329400 0.45603000 0.47846000 0.49112500 0.49616100 0.49585500 0.50040355 0.50053734,1,1442,17,5,20
0.49967000 0.50165400 0.51141900 0.52973000 0.54682000 0.55673800 0.55048200 0.52622000 0.49097300 0.45694600 0.43527800 0.43329400 0.45603000 0.47846000 0.49112500 0.49616100 0.49585500 0.48605282 0.49078708 0.49898829,1,1442,17,6,20
0.49843625 0.49193121 0.50529096 0.49967000 0.50165400 0.51141900 0.52973000 0.54682000 0.55673800 0.55048200 0.52622000 0.49097300 0.45694600 0.43527800 0.43329400 0.45603000 0.47846000 0.49112500 0.49616100 0.49585500,1,1442,17,7,20
0.50054644 0.49967000 0.50165400 0.51141900 0.52973000 0.54682000 0.55673800 0.55048200 0.52622000 0.49097300 0.45694600 0.43527800 0.43329400 0.45603000 0.47846000 0.49112500 0.49616100 0.49585500 0.49709393 0.49855168,1,1442,17,8,20
0.49967000 0.50165400 0.51141900 0.52973000 0.54682000 0.55673800 0.55048200 0.52622000 0.49097300 0.45694600 0.43527800 0.43329400 0.45603000 0.47846000 0.49112500 0.49616100 0.49585500 0.49219810 0.48640601 0.50357017,1,1442,17,9,20
0.50161700 0.49932800 0.50039600 0.49932800 0.50131200 0.50421100 0.49368200 0.49917600 0.49749700 0.47537200 0.50009100 0.50207500 0.50100700 0.50344800 0.50344800 0.50299000 0.50344800 0.50360100 0.50360100 0.50344800,0,1443,20,0,20
